business_id,sector,county,quarter,business_age_years,num_employees,payroll_cost_kes,owner_education_level,monthly_marketing_spend_kes,advertising_budget_kes,avg_daily_foot_traffic,online_presence_score,loan_amount_kes,interest_rate_pct,inflation_rate_pct,competitor_density,customer_satisfaction_score,monthly_revenue_kes
369,Hospitality,Kisumu,Q1,2.2,7,187425.0,Secondary,15155.0,14858.0,17.5,77.3,0.0,14.84,6.73,7,3.4,1214038.0
370,Services,Other,Q1,4.0,8,235020.0,Secondary,25695.0,31461.0,89.5,94.7,0.0,11.45,6.89,5,3.9,2269790.0
371,Services,Nairobi,Q4,8.2,6,208444.0,Postgraduate,11034.0,10627.0,84.0,96.0,92432.0,13.48,7.49,2,2.8,2947711.0
372,Retail,Mombasa,Q1,3.8,12,513095.0,Tertiary,20105.0,20409.0,45.0,70.1,227485.0,20.38,6.69,4,4.9,1911896.0
373,Hospitality,Other,Q4,11.5,12,261007.0,Secondary,24687.0,22173.0,41.5,44.2,54633.0,16.09,7.42,5,2.2,1579068.0
374,Hospitality,Other,Q3,5.5,11,235493.0,Tertiary,17850.0,17535.0,54.6,40.3,387501.0,16.78,6.83,6,3.6,1408208.0
375,Retail,Other,Q1,7.2,7,198867.0,Tertiary,34211.0,33200.0,47.1,71.6,233414.0,12.98,6.8,1,3.5,2994497.0
376,Retail,Eldoret,Q4,8.1,8,241605.0,Primary,65225.0,64989.0,155.3,49.6,297845.0,11.27,7.3,6,3.6,1627960.0
377,Technology,Nairobi,Q1,7.9,7,147431.0,Tertiary,6719.0,7216.0,,64.1,52022.0,14.73,6.77,10,3.0,1836852.0
378,Hospitality,Nairobi,Q1,2.5,8,236968.0,Secondary,10212.0,11165.0,80.5,97.5,310580.0,8.0,6.81,7,2.5,1756405.0
379,Hospitality,Kisumu,Q3,2.9,13,432953.0,Secondary,43171.0,41852.0,58.8,59.8,0.0,11.99,6.48,7,3.9,3237959.0
380,Services,Kisumu,Q2,0.8,4,82814.0,Tertiary,31048.0,30639.0,82.1,100.0,112687.0,11.49,7.1,5,3.5,1650493.0
381,Agriculture,Kisumu,Q2,4.3,11,235849.0,Secondary,45637.0,51875.0,45.9,30.2,0.0,8.98,6.88,9,4.0,2898795.0
382,Technology,Nakuru,Q1,2.7,13,339248.0,Postgraduate,41152.0,48824.0,,64.8,230161.0,17.58,6.66,4,2.4,2128046.0
383,Services,Mombasa,Q3,3.7,5,129376.0,Tertiary,14656.0,16861.0,66.5,61.9,0.0,15.08,6.48,6,,2382780.0
384,Agriculture,Eldoret,Q1,4.6,7,199618.0,Tertiary,68682.0,63070.0,41.0,33.4,0.0,13.52,6.78,4,3.6,2550367.0
385,Hospitality,Nairobi,Q1,6.0,8,188969.0,Tertiary,69840.0,79977.0,51.9,72.6,0.0,17.65,6.72,8,1.3,1652118.0
386,Technology,Nairobi,Q3,4.9,7,182308.0,Postgraduate,10528.0,12616.0,,88.7,0.0,10.24,6.47,6,3.9,2729968.0
387,Manufacturing,Nairobi,Q2,4.8,6,256275.0,Secondary,62361.0,57018.0,126.1,100.0,394054.0,11.2,7.11,9,3.3,4918038.0
388,Technology,Nairobi,Q3,6.8,4,98908.0,Tertiary,66927.0,76071.0,,64.0,497104.0,19.08,6.63,2,2.8,2739282.0
389,Retail,Other,Q1,5.3,14,302760.0,Tertiary,83805.0,89506.0,91.4,13.2,0.0,22.8,6.79,8,4.7,1522535.0
390,Services,Mombasa,Q3,9.5,4,123255.0,Postgraduate,41765.0,42761.0,78.1,65.5,48755.0,17.69,6.56,5,4.4,4052483.0
391,Manufacturing,Nairobi,Q4,5.3,8,272634.0,Secondary,19136.0,20256.0,35.6,71.3,0.0,17.01,7.32,6,4.0,3341619.0
392,Retail,Eldoret,Q2,13.7,10,328448.0,Tertiary,13814.0,14995.0,117.9,49.8,0.0,13.64,7.19,11,,2382780.0
393,Agriculture,Kisumu,Q2,2.5,6,223939.0,Tertiary,19141.0,21871.0,151.4,59.7,685840.0,13.71,7.16,8,4.1,1642396.0
394,Manufacturing,Nairobi,Q3,4.2,10,307881.0,Secondary,7764.0,8839.0,50.4,44.4,0.0,16.23,6.63,9,2.4,732989.0
395,Retail,Nairobi,Q3,3.3,8,127532.0,Postgraduate,34761.0,32308.0,175.4,52.1,97379.0,19.89,6.61,1,3.9,4307438.0
396,Hospitality,Nairobi,Q1,6.2,7,226155.0,Secondary,21984.0,21943.0,124.9,77.4,351777.0,16.86,6.89,8,4.7,3978557.0
397,Services,Nakuru,Q3,2.5,9,222765.0,Secondary,6355.0,6721.0,92.0,85.6,0.0,18.57,6.49,4,4.5,1697316.0
398,Hospitality,Nairobi,Q1,1.6,15,554227.0,Tertiary,14087.0,16564.0,59.8,27.0,0.0,12.57,6.84,7,2.9,1311227.0
399,Hospitality,Nairobi,Q3,2.8,6,203581.0,Tertiary,58853.0,48954.0,28.2,43.8,377536.0,17.47,6.66,7,3.8,1880416.0
400,Hospitality,Nairobi,Q4,1.7,8,144632.0,Primary,35246.0,35286.0,155.6,20.1,528229.0,13.35,7.3,11,2.8,2608647.0
401,Hospitality,Kisumu,Q3,4.7,10,378165.0,Primary,12698.0,11781.0,26.1,95.4,0.0,15.95,6.41,4,3.8,1748443.0
402,Technology,Nairobi,Q4,6.0,6,190122.0,Secondary,82334.0,77431.0,,74.2,0.0,17.47,7.43,9,3.1,2755878.0
403,Services,Other,Q2,1.4,7,164117.0,Tertiary,31805.0,35904.0,169.9,11.0,0.0,13.8,7.16,7,3.0,1137965.0
404,Retail,Nairobi,Q4,4.1,10,273226.0,Postgraduate,8628.0,8692.0,36.0,53.6,673138.0,12.25,7.28,7,4.0,3131212.0
405,Technology,Kisumu,Q4,10.3,8,302684.0,Tertiary,19224.0,16596.0,,48.8,51934.0,16.66,7.39,6,3.1,1396315.0
406,Services,Mombasa,Q4,12.3,11,172715.0,Secondary,5904.0,6124.0,49.4,38.4,44174.0,15.07,7.39,4,3.1,2234281.0
407,Hospitality,Mombasa,Q3,8.7,7,216709.0,Tertiary,68603.0,83206.0,62.4,77.8,245625.0,15.94,6.17,3,4.0,5252315.0
408,Services,Nairobi,Q3,0.5,9,292060.0,Postgraduate,46717.0,42300.0,46.7,77.3,0.0,17.6,6.47,9,2.5,1849496.0
409,Retail,Other,Q3,5.7,9,260345.0,Tertiary,13196.0,14419.0,48.9,60.9,500308.0,19.68,6.48,7,3.4,1483051.0
410,Technology,Other,Q4,11.1,8,263415.0,Secondary,3253.0,3824.0,,40.9,39504.0,17.62,7.38,12,2.5,1561837.0
411,Manufacturing,Nairobi,Q4,3.8,10,286472.0,Secondary,46171.0,48297.0,152.3,41.1,0.0,17.2,7.61,4,2.6,4312066.0
412,Manufacturing,Nairobi,Q2,2.0,8,187938.0,Postgraduate,31031.0,37368.0,59.0,56.0,21742.0,13.9,6.92,11,4.6,4287680.0
413,Retail,Other,Q1,10.6,9,193797.0,Postgraduate,61568.0,61396.0,96.4,44.9,0.0,14.39,6.68,9,3.4,3146414.0
414,Services,Kisumu,Q1,11.6,10,300950.0,Primary,1983.0,2312.0,29.1,54.9,240612.0,16.95,6.41,5,3.1,1865241.0
415,Retail,Nairobi,Q1,5.3,15,360574.0,Tertiary,42965.0,49272.0,69.2,67.3,207196.0,14.34,6.73,3,4.4,4501678.0
416,Retail,Nairobi,Q1,2.0,9,174031.0,Primary,23963.0,25098.0,51.9,21.3,0.0,16.94,6.74,2,5.0,3706836.0
417,Retail,Nakuru,Q1,1.3,8,236362.0,Primary,106192.0,98868.0,94.6,38.3,0.0,12.89,6.72,7,3.9,1831218.0
418,Services,Eldoret,Q1,6.6,6,146816.0,Tertiary,7965.0,7725.0,27.4,54.3,0.0,21.67,6.97,6,4.5,1115739.0
419,Retail,Kisumu,Q4,3.3,9,194227.0,Tertiary,49793.0,42945.0,132.9,89.4,303279.0,16.12,7.53,7,3.3,1785449.0
420,Technology,Other,Q1,5.0,12,365402.0,Tertiary,43753.0,48021.0,,73.6,187622.0,15.91,6.81,7,3.7,1727145.0
421,Manufacturing,Mombasa,Q3,4.7,6,194755.0,Postgraduate,6242.0,6791.0,39.8,54.9,0.0,13.96,6.44,3,3.7,1901438.0
422,Retail,Nairobi,Q2,2.7,7,199894.0,Tertiary,19924.0,21046.0,168.8,63.9,0.0,21.62,7.25,5,4.0,2225793.0
423,Retail,Mombasa,Q1,1.2,9,192402.0,Primary,39469.0,41055.0,76.4,52.8,257654.0,11.49,6.8,8,4.5,1654509.0
424,Retail,Mombasa,Q3,3.8,9,276262.0,Tertiary,13252.0,15354.0,62.9,78.7,319618.0,13.25,6.38,10,2.5,2507982.0
425,Manufacturing,Nairobi,Q4,5.8,15,517515.0,Tertiary,13609.0,14614.0,27.2,64.5,896114.0,18.23,7.14,4,3.0,2524759.0
426,Services,Nairobi,Q4,6.0,5,223968.0,Tertiary,54016.0,54320.0,35.7,83.1,185811.0,16.27,7.33,5,3.3,3540510.0
427,Retail,Mombasa,Q4,3.2,6,229970.0,Postgraduate,90133.0,95701.0,28.1,25.2,0.0,13.65,7.51,4,2.9,2811458.0
428,Services,Nakuru,Q3,11.4,5,114371.0,Tertiary,50718.0,61562.0,66.5,37.3,80655.0,13.75,6.84,9,3.9,6180741.0
429,Retail,Nairobi,Q3,2.2,6,194379.0,Secondary,6816.0,7496.0,123.9,61.0,668694.0,14.57,6.51,9,3.9,1804207.0
430,Services,Mombasa,Q1,9.8,6,169275.0,Secondary,651.0,663.0,80.0,65.9,0.0,15.83,6.69,6,3.7,1509808.0
431,Technology,Nakuru,Q4,5.7,9,193483.0,Tertiary,9160.0,9585.0,,100.0,0.0,20.47,7.22,4,3.4,1569149.0
432,Services,Kisumu,Q3,3.9,8,252399.0,Postgraduate,42656.0,46370.0,64.0,15.2,0.0,17.44,6.58,8,4.8,1536970.0
433,Manufacturing,Eldoret,Q2,7.2,11,472085.0,Primary,46505.0,47264.0,107.0,54.3,0.0,18.77,6.84,8,3.9,2560619.0
434,Services,Other,Q2,4.5,16,493785.0,Secondary,18332.0,18502.0,57.0,53.3,0.0,14.11,7.18,6,3.6,1432326.0
435,Retail,Nakuru,Q3,1.6,10,246005.0,Tertiary,9018.0,9461.0,23.1,60.2,105609.0,17.15,6.62,10,3.8,1055188.0
436,Retail,Nairobi,Q1,2.1,10,286678.0,Primary,19783.0,23176.0,116.1,93.1,0.0,10.52,6.87,6,4.3,3747444.0
437,Retail,Mombasa,Q4,4.3,12,388279.0,Primary,4169.0,4641.0,31.6,74.3,207767.0,16.08,7.37,6,,2382780.0
438,Agriculture,Kisumu,Q2,3.5,8,128701.0,Postgraduate,32651.0,33214.0,20.8,19.7,28273.0,15.88,7.18,10,3.0,1667415.0
439,Services,Nairobi,Q1,9.7,8,140930.0,Tertiary,29870.0,33440.0,77.8,88.7,371329.0,21.33,6.83,5,5.0,6251405.0
440,Manufacturing,Nairobi,Q2,3.4,9,271061.0,Postgraduate,8435.0,8862.0,15.0,88.1,135332.0,20.48,6.98,7,4.1,2230564.0
441,Services,Nairobi,Q4,3.2,7,191116.0,Tertiary,51369.0,55354.0,64.7,60.8,0.0,14.67,7.68,4,2.8,4360263.0
442,Retail,Mombasa,Q2,2.9,14,203235.0,Secondary,26558.0,28425.0,72.0,19.4,0.0,12.89,7.05,5,2.2,2370162.0
443,Services,Mombasa,Q3,2.7,5,154183.0,Postgraduate,12219.0,10767.0,85.4,51.7,179143.0,12.97,6.62,5,4.3,2065383.0
444,Retail,Nairobi,Q4,2.8,14,482102.0,Secondary,33664.0,27140.0,80.3,65.3,0.0,14.56,7.04,7,4.7,2094668.0
445,Retail,Other,Q1,1.8,9,257523.0,Secondary,104368.0,111479.0,26.0,76.9,0.0,19.67,6.99,1,4.1,1132024.0
446,Manufacturing,Other,Q4,5.9,11,309453.0,Postgraduate,4500.0,4418.0,107.1,16.1,150696.0,16.83,7.62,5,4.2,3275317.0
447,Technology,Nairobi,Q2,4.7,11,344214.0,Tertiary,109646.0,100749.0,,38.1,0.0,17.16,7.1,9,4.2,5490446.0
448,Manufacturing,Other,Q3,4.6,12,380434.0,Postgraduate,26307.0,25892.0,51.4,79.2,253201.0,18.1,6.58,8,3.7,4615653.0
449,Retail,Nairobi,Q1,1.3,11,208096.0,Secondary,39879.0,44823.0,27.4,88.0,495070.0,12.32,6.88,3,2.4,5330715.0
450,Manufacturing,Other,Q1,6.8,9,195925.0,Postgraduate,42176.0,45492.0,120.1,64.5,101578.0,13.23,6.7,5,3.1,4700591.0
451,Retail,Other,Q4,7.3,5,134175.0,Tertiary,12582.0,13988.0,113.4,80.3,0.0,17.16,7.48,8,4.3,2054912.0
452,Services,Nairobi,Q4,13.2,13,289112.0,Tertiary,17983.0,19534.0,46.6,65.0,55532.0,13.01,7.28,8,4.2,5771017.0
453,Manufacturing,Eldoret,Q4,7.0,15,552483.0,Postgraduate,66099.0,64545.0,85.7,76.2,167659.0,10.62,7.31,8,3.5,3544538.0
454,Retail,Other,Q3,14.9,6,197242.0,Secondary,74731.0,83110.0,98.3,58.2,0.0,12.04,6.67,2,3.3,3275554.0
455,Retail,Other,Q2,3.1,14,311409.0,Tertiary,22043.0,24178.0,55.0,65.6,0.0,18.87,7.25,6,3.8,2587643.0
456,Retail,Other,Q1,13.7,11,298531.0,Tertiary,92619.0,96380.0,114.2,28.1,0.0,14.3,6.69,7,3.4,4208118.0
457,Technology,Kisumu,Q2,7.2,14,460644.0,Tertiary,24041.0,25356.0,,70.9,56486.0,16.22,6.99,8,3.6,2659137.0
458,Hospitality,Nairobi,Q3,6.6,5,109334.0,Postgraduate,47715.0,53126.0,18.5,27.4,0.0,12.2,6.4,6,3.8,1216376.0
459,Services,Other,Q2,4.5,8,262387.0,Tertiary,13565.0,13430.0,96.1,70.9,0.0,16.71,7.21,7,3.1,922156.0
460,Manufacturing,Kisumu,Q2,3.9,15,570929.0,Primary,45400.0,51621.0,47.4,45.3,99925.0,14.64,6.95,7,4.3,3671869.0
461,Agriculture,Kisumu,Q1,3.3,11,396995.0,Secondary,20553.0,22510.0,37.1,63.1,0.0,16.93,6.85,7,3.6,1441260.0
462,Retail,Mombasa,Q2,14.0,14,412081.0,Postgraduate,124924.0,131193.0,15.3,34.0,896606.0,13.97,7.21,7,4.1,6392122.0
463,Technology,Kisumu,Q1,4.4,12,425924.0,Postgraduate,35207.0,41280.0,,43.9,0.0,17.11,6.79,5,3.8,1634421.0
464,Hospitality,Nairobi,Q1,7.2,8,202007.0,Postgraduate,85367.0,80796.0,54.1,63.1,173218.0,13.81,6.95,5,4.9,7389937.0
465,Agriculture,Eldoret,Q1,8.3,13,530169.0,Primary,30570.0,30973.0,45.9,71.6,204605.0,15.24,6.75,6,4.1,1666326.0
466,Manufacturing,Nairobi,Q3,8.2,9,275344.0,Secondary,26689.0,26567.0,99.8,79.1,0.0,14.63,6.47,10,4.0,7677092.0
467,Manufacturing,Eldoret,Q2,5.9,5,181784.0,Tertiary,29971.0,32328.0,297.5,29.7,0.0,15.58,6.95,6,4.0,1446752.0
468,Technology,Other,Q1,13.5,8,202953.0,Tertiary,100290.0,114791.0,,22.0,105944.0,16.39,6.95,7,5.0,3496438.0
469,Retail,Mombasa,Q3,6.9,11,348411.0,Primary,17267.0,16773.0,53.9,33.5,0.0,13.92,6.39,8,3.7,1701520.0
470,Agriculture,Kisumu,Q1,3.2,10,285777.0,Tertiary,121434.0,159617.0,116.2,31.6,0.0,15.12,6.85,6,3.8,2385515.0
471,Hospitality,Nairobi,Q1,4.0,7,158402.0,Secondary,53406.0,53245.0,33.0,89.5,233837.0,16.1,6.79,6,3.8,4202429.0
472,Agriculture,Other,Q1,1.4,17,375721.0,Tertiary,96786.0,104418.0,47.7,84.5,0.0,17.12,6.64,5,2.1,2502822.0
473,Retail,Eldoret,Q2,6.3,14,398421.0,Secondary,9106.0,9563.0,71.5,33.1,235970.0,15.26,7.01,6,3.8,1526092.0
474,Retail,Mombasa,Q4,7.6,15,514320.0,Primary,46889.0,49407.0,72.0,92.6,0.0,12.66,7.61,5,4.5,3693695.0
475,Retail,Nairobi,Q1,8.1,11,195253.0,Primary,68070.0,67158.0,109.0,83.2,216699.0,15.78,6.83,7,4.1,2749756.0
476,Hospitality,Nairobi,Q2,7.2,11,278496.0,Postgraduate,69389.0,78784.0,149.3,19.1,0.0,17.65,6.95,3,4.9,2392477.0
477,Hospitality,Mombasa,Q1,4.5,16,508166.0,Tertiary,46849.0,45991.0,107.5,32.3,98043.0,11.23,6.85,9,4.3,2475546.0
478,Manufacturing,Other,Q2,5.1,7,142624.0,Postgraduate,19215.0,17457.0,150.1,18.5,370877.0,11.27,7.08,7,4.1,1577036.0
479,Manufacturing,Eldoret,Q3,5.2,7,251110.0,Tertiary,18138.0,17417.0,154.0,53.1,0.0,13.38,7.02,4,4.4,1648048.0
480,Hospitality,Nairobi,Q2,9.7,9,192540.0,Tertiary,17171.0,20015.0,77.7,55.4,300499.0,14.88,7.14,8,4.0,3131052.0
481,Hospitality,Other,Q3,0.9,10,226875.0,Secondary,33618.0,38662.0,59.6,55.3,0.0,8.47,6.44,9,3.5,1495218.0
482,Retail,Mombasa,Q4,3.7,5,132150.0,Tertiary,29561.0,26293.0,94.0,10.4,107083.0,17.34,7.61,7,3.6,1805078.0
483,Agriculture,Other,Q4,2.3,5,193028.0,Secondary,19927.0,22221.0,20.0,23.6,121557.0,14.92,7.12,2,1.8,526162.0
484,Hospitality,Nairobi,Q3,17.0,7,159595.0,Tertiary,22750.0,20280.0,108.8,60.7,0.0,8.0,6.51,5,5.0,34527379.0
485,Retail,Kisumu,Q3,11.0,10,158450.0,Tertiary,26984.0,28274.0,100.9,68.7,378318.0,11.94,6.8,5,3.5,3284094.0
486,Hospitality,Other,Q4,3.8,15,292262.0,Postgraduate,2604.0,2483.0,32.2,10.6,0.0,14.54,7.38,7,2.9,1373143.0
487,Agriculture,Nairobi,Q4,1.7,8,258720.0,Secondary,20781.0,23301.0,141.6,26.8,99221.0,9.83,7.14,6,3.4,1540070.0
488,Retail,Nakuru,Q2,2.1,10,209445.0,Tertiary,16120.0,17642.0,119.9,77.5,0.0,18.61,7.04,7,5.0,1449464.0
489,Agriculture,Other,Q1,9.6,11,344249.0,Secondary,8672.0,9785.0,90.9,28.1,0.0,16.1,7.02,7,3.8,1323169.0
490,Agriculture,Nairobi,Q1,1.4,11,317155.0,Primary,9253.0,9497.0,59.1,54.7,221385.0,17.67,6.86,4,3.9,1574836.0
491,Manufacturing,Nairobi,Q4,5.2,9,276803.0,Tertiary,20477.0,21187.0,144.6,26.0,213219.0,12.21,7.27,8,5.0,2300203.0
492,Manufacturing,Nakuru,Q3,8.6,4,118046.0,Tertiary,34780.0,32347.0,21.4,73.3,39057.0,16.82,6.4,9,4.4,2266656.0
493,Manufacturing,Nairobi,Q2,1.9,9,208722.0,Tertiary,36425.0,35244.0,63.2,10.6,0.0,13.39,7.02,5,3.5,2099713.0
494,Hospitality,Nairobi,Q2,5.2,7,206092.0,Primary,40301.0,45374.0,96.8,48.3,204539.0,14.88,7.15,8,2.3,2064753.0
495,Services,Mombasa,Q2,3.8,9,192306.0,Postgraduate,36465.0,39360.0,126.5,75.7,155506.0,16.63,7.3,4,4.2,3938110.0
496,Agriculture,Eldoret,Q4,3.5,14,494986.0,Postgraduate,17766.0,18803.0,118.0,68.4,289639.0,15.28,7.56,1,3.2,1807083.0
497,Hospitality,Nairobi,Q3,3.0,10,207354.0,Tertiary,9211.0,10601.0,30.4,44.8,0.0,18.09,6.57,9,4.2,2509946.0
498,Manufacturing,Nairobi,Q4,9.1,6,189798.0,Postgraduate,11523.0,10900.0,85.0,39.6,96270.0,15.95,7.2,7,3.7,3051911.0
499,Hospitality,Other,Q2,12.4,9,177413.0,Secondary,24546.0,27187.0,72.6,49.9,257879.0,14.02,6.9,7,4.0,2045765.0
500,Agriculture,Kisumu,Q2,4.3,12,309993.0,Tertiary,29869.0,28545.0,18.8,26.6,0.0,18.2,7.18,2,4.4,1707803.0
501,Services,Other,Q1,6.6,2,50505.0,Postgraduate,49608.0,57954.0,28.6,52.8,0.0,18.87,6.6,5,2.3,1056673.0
502,Services,Mombasa,Q4,5.2,12,550742.0,Tertiary,69826.0,76359.0,15.4,53.2,0.0,15.78,7.37,7,3.8,1753723.0
503,Technology,Other,Q3,1.1,8,217438.0,Tertiary,18824.0,21217.0,,45.8,0.0,19.78,6.55,4,3.7,667023.0
504,Agriculture,Nakuru,Q3,4.2,8,197771.0,Tertiary,30681.0,30493.0,30.4,77.0,74638.0,14.75,6.33,6,3.9,2860136.0
505,Agriculture,Nairobi,Q2,0.9,12,307777.0,Tertiary,41707.0,51073.0,60.4,31.4,164051.0,15.09,6.95,7,4.1,2618049.0
506,Services,Other,Q2,3.6,11,205334.0,Tertiary,27054.0,32732.0,62.5,17.5,247570.0,15.51,7.09,7,3.8,1308393.0
507,Hospitality,Mombasa,Q4,5.1,8,212404.0,Secondary,11853.0,12854.0,83.4,43.4,0.0,15.08,7.48,6,3.2,2651310.0
508,Services,Nairobi,Q2,8.2,7,271718.0,Secondary,13828.0,15819.0,43.0,57.7,309018.0,14.51,7.26,6,2.8,6451549.0
509,Agriculture,Nairobi,Q3,6.2,11,369750.0,Tertiary,52465.0,53821.0,130.4,52.7,70990.0,13.21,6.59,3,2.4,10058686.0
510,Retail,Nakuru,Q1,9.3,14,437073.0,Tertiary,19967.0,18939.0,113.8,51.7,0.0,12.32,6.81,6,3.8,3312153.0
511,Retail,Nairobi,Q2,2.7,14,332651.0,Tertiary,21676.0,24140.0,81.3,30.2,0.0,15.85,6.99,3,4.1,4063171.0
512,Services,Nairobi,Q4,11.5,11,302947.0,Postgraduate,2337.0,2282.0,162.9,33.4,595818.0,19.33,7.24,7,,2382780.0
513,Retail,Nairobi,Q1,12.4,7,220313.0,Tertiary,62189.0,71817.0,77.0,44.3,0.0,18.11,6.72,4,4.4,2768832.0
514,Hospitality,Mombasa,Q1,0.8,12,292704.0,Secondary,42627.0,48331.0,23.7,42.5,269137.0,16.74,6.86,4,3.6,2770373.0
515,Hospitality,Mombasa,Q4,1.3,4,121621.0,Tertiary,6564.0,7016.0,95.1,79.2,0.0,19.5,7.45,6,,2382780.0
516,Retail,Kisumu,Q2,5.0,8,266471.0,Tertiary,38819.0,41316.0,69.9,60.8,0.0,15.56,6.79,6,2.5,1764227.0
517,Hospitality,Nairobi,Q2,3.4,13,411010.0,Tertiary,40852.0,46127.0,50.7,43.3,56486.0,12.34,6.98,9,3.3,1613025.0
518,Services,Nairobi,Q3,3.8,6,168697.0,Tertiary,84657.0,90749.0,55.3,79.1,0.0,14.38,6.68,3,,2382780.0
519,Retail,Kisumu,Q1,6.2,11,407136.0,Tertiary,12754.0,12979.0,86.9,64.8,0.0,15.31,6.81,13,4.8,1728803.0
520,Services,Mombasa,Q1,9.5,16,425227.0,Tertiary,37210.0,34562.0,79.4,25.1,0.0,13.86,6.59,7,3.5,2459622.0
521,Services,Nakuru,Q1,2.6,6,152144.0,Tertiary,16576.0,18676.0,182.2,0.0,47291.0,17.45,7.15,5,4.4,1138445.0
522,Hospitality,Nairobi,Q1,10.5,8,283756.0,Tertiary,15883.0,17142.0,73.5,25.8,74199.0,18.49,6.8,6,4.8,2827464.0
523,Retail,Nairobi,Q1,3.0,12,262072.0,Primary,74117.0,94163.0,77.0,68.1,292074.0,9.96,6.86,3,3.0,2421599.0
524,Manufacturing,Nairobi,Q3,18.5,13,221018.0,Tertiary,52756.0,54989.0,69.4,74.6,0.0,15.03,6.56,3,4.0,6631406.0
525,Retail,Mombasa,Q2,11.5,10,223944.0,Tertiary,6700.0,7197.0,68.8,18.5,43813.0,8.0,7.04,8,3.9,3883720.0
526,Hospitality,Mombasa,Q1,3.2,10,288565.0,Primary,5651.0,6081.0,31.8,69.5,290751.0,15.21,6.69,4,,2382780.0
527,Technology,Other,Q1,1.7,6,219654.0,Tertiary,39908.0,43981.0,,68.7,0.0,15.17,7.12,12,3.0,1289472.0
528,Technology,Mombasa,Q2,3.2,8,185063.0,Tertiary,23253.0,22617.0,,85.7,169188.0,21.18,7.25,3,4.0,2813675.0
529,Services,Kisumu,Q4,2.9,15,545806.0,Tertiary,11264.0,11758.0,23.6,75.9,682941.0,20.22,7.52,8,3.5,1375239.0
530,Hospitality,Kisumu,Q2,7.5,10,265990.0,Tertiary,40471.0,45174.0,56.9,84.7,0.0,18.48,7.19,5,4.0,3470899.0
531,Manufacturing,Nairobi,Q1,0.8,5,132635.0,Secondary,36741.0,37600.0,135.7,65.7,126681.0,12.43,6.65,4,4.7,3992784.0
532,Manufacturing,Kisumu,Q1,1.3,8,178803.0,Secondary,26554.0,29560.0,54.8,65.0,397574.0,12.24,6.99,6,4.9,1912214.0
533,Hospitality,Nairobi,Q2,7.4,8,321659.0,Secondary,28603.0,30254.0,157.5,47.6,384579.0,11.99,6.97,6,4.7,4410090.0
534,Manufacturing,Mombasa,Q1,2.8,10,268793.0,Tertiary,12125.0,13121.0,55.6,73.0,571698.0,20.39,6.84,6,2.9,2654015.0
535,Retail,Nairobi,Q4,3.6,16,326057.0,Tertiary,36523.0,41712.0,118.2,25.7,364666.0,12.59,7.15,5,3.3,3862898.0
536,Retail,Eldoret,Q4,8.6,9,393382.0,Tertiary,94013.0,97003.0,70.9,51.9,0.0,14.27,7.09,7,4.5,6119528.0
537,Agriculture,Other,Q2,9.8,7,220403.0,Tertiary,8135.0,7597.0,32.2,66.9,216413.0,12.62,7.15,8,4.2,1609839.0
538,Retail,Nairobi,Q4,11.2,9,266983.0,Secondary,51500.0,52978.0,179.1,86.0,78763.0,11.47,7.28,5,3.5,3903758.0
539,Retail,Kisumu,Q2,8.1,7,251598.0,Secondary,9885.0,9727.0,30.0,44.5,0.0,16.56,6.8,13,3.0,1657673.0
540,Services,Eldoret,Q1,4.4,15,488489.0,Secondary,44995.0,39593.0,49.0,76.3,0.0,15.99,6.88,4,1.0,1945968.0
541,Technology,Nairobi,Q4,4.2,7,239450.0,Tertiary,22764.0,23708.0,,50.7,0.0,8.38,7.72,5,2.4,1504175.0
542,Agriculture,Eldoret,Q4,3.8,5,148548.0,Secondary,45827.0,48848.0,76.7,76.7,0.0,11.33,7.61,5,3.5,826820.0
543,Services,Nakuru,Q2,1.9,5,149505.0,Tertiary,8657.0,9797.0,40.5,37.4,215588.0,16.32,7.06,7,3.5,1159115.0
544,Technology,Other,Q3,2.5,10,271347.0,Tertiary,29498.0,28284.0,,71.0,0.0,15.27,6.5,5,4.0,2537899.0
545,Retail,Other,Q1,10.2,12,329587.0,Tertiary,48943.0,51737.0,93.8,52.9,0.0,14.22,6.93,7,4.2,4340706.0
546,Hospitality,Nairobi,Q3,3.0,5,144787.0,Secondary,30381.0,34642.0,54.7,28.9,0.0,17.44,6.67,8,5.0,2344402.0
547,Hospitality,Mombasa,Q3,1.9,5,128325.0,Secondary,42326.0,42497.0,143.8,51.6,237352.0,10.88,6.45,4,3.1,3406171.0
548,Retail,Kisumu,Q3,10.8,11,349293.0,Tertiary,17910.0,19573.0,42.5,84.1,0.0,13.6,6.51,5,2.1,3059948.0
549,Services,Nairobi,Q3,5.9,7,215833.0,Tertiary,43128.0,50797.0,15.5,32.6,290303.0,17.16,6.55,11,3.0,1995367.0
550,Hospitality,Nairobi,Q3,14.2,3,105516.0,Primary,73568.0,66286.0,111.1,22.3,910262.0,13.42,6.58,7,,2382780.0
551,Agriculture,Other,Q3,13.2,13,448888.0,Postgraduate,17693.0,18964.0,61.9,63.8,0.0,16.5,6.48,5,3.7,1969440.0
552,Retail,Nairobi,Q4,2.1,11,415409.0,Tertiary,41832.0,47816.0,118.0,18.1,238512.0,11.83,7.38,2,4.5,2230218.0
