student_id,major_subject,parental_education_level,internet_access_quality,part_time_job,study_group_participation,study_hours_per_week,attendance_rate_pct,previous_gpa,sleep_hours_per_night,extracurricular_activities_count,stress_level_score,tutoring_hours_per_week,distance_from_home_km,part_time_job_hours_per_week,final_exam_score
442,Engineering,Doctorate,Good,No,Yes,2.5,77.6,2.5495050743150394,6.1,1,6.0,0.1,5.0,,80.7
443,Sciences,High School,Good,No,No,4.9,90.7,3.232483629488919,7.9,1,3.0,1.6,4.7,,98.7
444,Business,High School,Excellent,No,Yes,3.2,100.0,3.076388279748478,7.5,1,3.0,0.6,9.8,,87.1
445,Sciences,Bachelor's,Average,No,Yes,2.4,60.0,3.1079181901955075,5.6,0,3.0,1.0,11.0,,79.8
446,Engineering,Bachelor's,Excellent,No,No,5.8,68.2,2.654795779474162,8.3,1,6.0,0.0,4.0,,82.7
447,Sciences,Doctorate,Average,No,Yes,6.4,78.8,2.5544360051217443,7.0,0,8.0,3.6,2.1,,87.8
448,Business,Master's,Excellent,No,No,3.3,93.1,2.926008815056618,4.9,0,8.0,1.2,14.8,,92.9
449,Business,Bachelor's,Good,No,Yes,6.8,69.8,3.686233195202086,5.6,1,4.0,1.6,1.0,,92.5
450,Business,Master's,Average,No,Yes,8.9,76.4,2.299634240100955,5.6,3,4.0,1.4,3.4,,78.0
451,Sciences,High School,Good,No,No,2.4,80.4,2.1201826107271327,6.7,1,4.0,1.7,7.8,,74.9
452,Engineering,High School,Good,No,Yes,2.7,63.7,3.0472066244462788,5.5,1,5.0,0.4,6.4,,83.7
453,Engineering,Bachelor's,Poor,Yes,No,12.0,76.0,2.7539954735653858,6.4,1,4.0,1.1,6.3,9.269722295732183,79.3
454,Humanities,Bachelor's,Average,No,No,10.9,100.0,3.1770967367713983,7.9,1,5.0,1.9,3.1,,92.9
455,Engineering,High School,Good,Yes,No,6.7,79.0,2.2922021085879685,6.4,2,3.0,2.7,3.3,9.889064247158666,80.4
456,Humanities,Master's,Excellent,No,Yes,7.9,77.5,2.525970172246301,7.0,0,6.0,1.6,14.3,,90.9
457,Engineering,High School,Good,No,Yes,1.8,99.2,2.7485708763796093,6.5,1,2.0,1.1,9.6,,83.5
458,Business,Bachelor's,Average,Yes,No,7.3,46.9,2.337902960773356,6.9,1,7.0,0.1,7.0,16.192103452148576,76.6
459,Humanities,Bachelor's,Average,Yes,Yes,4.7,66.9,3.673151737907603,8.6,3,7.0,0.7,9.6,14.954291326406677,79.4
460,Business,Doctorate,Good,No,No,10.7,93.7,2.5781076211025606,7.3,0,4.0,0.6,8.1,,79.4
461,Sciences,High School,Average,No,Yes,5.2,85.6,2.954505808868092,7.5,0,10.0,1.3,12.0,,86.8
462,Humanities,Bachelor's,Good,Yes,Yes,0.5,78.6,2.547082414623659,6.4,0,4.0,0.0,4.6,13.732334422492805,51.3
463,Sciences,Bachelor's,Average,Yes,Yes,6.7,70.0,2.630899628636222,5.3,1,8.0,1.3,11.4,8.699766084450701,74.3
464,Humanities,Bachelor's,Poor,No,Yes,3.4,60.0,2.793021286098203,8.4,3,6.0,1.4,3.1,,69.7
465,Engineering,Bachelor's,Good,Yes,No,2.4,85.7,3.083799555578553,7.5,2,4.0,1.2,8.0,10.135146394389153,90.2
466,Humanities,High School,Average,No,Yes,8.8,100.0,2.6879978208141044,5.1,1,3.0,1.4,5.8,,79.9
467,Sciences,Doctorate,Average,Yes,No,5.3,87.5,3.1678770797578193,7.1,0,3.0,1.8,12.1,19.00462529457696,89.6
468,Humanities,High School,Excellent,No,No,3.8,67.3,3.220894723061847,5.5,3,6.0,4.1,0.7,,89.4
469,Humanities,Doctorate,Average,Yes,No,15.0,86.4,4.0,6.9,1,5.0,4.6,10.9,18.402844415384298,100.0
470,Sciences,Bachelor's,Good,Yes,Yes,15.6,69.5,2.342501675040032,7.0,1,7.0,2.8,14.9,16.55632895022068,84.0
471,Business,High School,Good,No,No,5.5,100.0,2.4787807679897504,7.0,3,6.0,0.6,5.8,,82.0
472,Business,Master's,Average,No,Yes,9.1,76.9,2.3291478448684564,5.9,1,6.0,2.0,5.3,,83.3
473,Engineering,Bachelor's,Poor,Yes,Yes,5.5,90.3,3.3063641176420093,7.2,3,3.0,0.1,8.6,18.592116958484635,90.8
474,Sciences,Master's,Excellent,Yes,Yes,6.3,73.5,2.6389862520410365,5.7,1,6.0,2.7,8.6,11.212878485296105,92.6
475,Sciences,High School,Good,No,No,2.4,94.3,3.3319097067479913,5.3,2,6.0,0.1,13.7,,99.3
476,Humanities,Bachelor's,Average,No,No,7.2,80.2,2.470499607835823,6.1,1,4.0,1.5,3.7,,88.1
477,Business,Bachelor's,Average,No,No,5.2,70.7,2.577529151506677,6.1,3,6.0,1.6,5.8,,74.6
478,Sciences,Master's,Average,Yes,Yes,6.4,77.6,2.9431245298745883,6.6,2,3.0,1.5,4.7,20.956252473047083,94.9
479,Humanities,Doctorate,Excellent,No,Yes,1.0,71.6,3.032096659052997,8.2,4,4.0,2.6,1.4,,98.3
480,Sciences,High School,Good,Yes,No,3.9,80.2,3.8196794632832547,6.1,0,8.0,2.2,6.9,12.697857895607543,85.1
481,Engineering,High School,Average,No,Yes,1.0,91.6,2.5909075571971156,5.9,1,4.0,1.1,4.2,,89.1
482,Engineering,Bachelor's,Poor,Yes,No,5.7,88.0,2.4900152236448725,5.6,0,3.0,2.0,9.3,2.0,87.4
483,Business,Bachelor's,Good,No,Yes,14.3,90.9,3.390139711546756,7.1,1,9.0,2.6,5.6,,84.7
484,Sciences,Master's,Good,No,No,13.5,100.0,3.203791316698207,7.3,3,6.0,1.8,7.0,,100.0
485,Sciences,Bachelor's,Good,No,Yes,6.1,88.4,2.788727129672903,6.1,2,6.0,0.4,6.2,,73.9
486,Humanities,Bachelor's,Average,No,No,9.7,90.9,2.1207739587625207,8.7,0,3.0,1.4,9.7,,74.7
487,Humanities,Master's,Good,No,No,9.8,88.0,3.2175211246005277,7.0,0,3.0,3.0,6.0,,95.6
488,Sciences,High School,Average,No,Yes,13.2,99.6,2.9331436326542306,4.1,1,1.0,2.3,2.5,,90.9
489,Humanities,Bachelor's,Good,No,No,2.1,69.8,2.9031880425685435,6.6,1,4.0,0.4,5.4,,78.1
490,Humanities,Master's,Average,No,No,6.7,94.9,1.9507078123103905,7.9,3,5.0,2.0,10.3,,72.4
491,Humanities,Bachelor's,Average,No,Yes,12.1,89.9,,6.5,4,6.0,3.3,17.2,,96.4
492,Business,Master's,Average,No,No,10.1,84.1,2.3434572800797677,7.0,0,3.0,4.8,6.9,,93.4
493,Humanities,Bachelor's,Average,Yes,No,18.4,87.0,2.3236815354700036,4.8,0,7.0,5.2,5.5,14.175790052930966,91.4
494,Sciences,High School,Average,No,Yes,8.1,94.3,2.7749971824354787,7.2,1,5.0,2.5,7.6,,92.9
495,Business,Master's,Average,No,No,12.0,59.7,3.3057640615808435,7.1,4,6.0,6.9,8.7,,87.8
496,Sciences,Doctorate,Excellent,No,No,16.1,85.1,3.25812351122163,5.1,1,7.0,1.5,30.2,,100.0
497,Humanities,Bachelor's,Average,Yes,Yes,8.0,81.3,3.853034472842896,7.4,2,2.0,3.5,1.5,17.5891322506765,100.0
498,Sciences,Doctorate,Poor,No,Yes,14.4,88.2,3.073177115641998,4.4,3,2.0,5.7,13.7,,100.0
499,Business,Bachelor's,Excellent,No,No,5.5,64.3,1.777457117614751,8.8,1,7.0,1.7,17.6,,79.0
500,Engineering,High School,Average,No,No,11.7,80.1,3.5997160354482802,6.6,2,4.0,3.0,2.1,,91.2
501,Business,High School,Excellent,No,No,9.2,68.2,3.1258297929658516,7.7,1,9.0,2.5,10.0,,83.4
502,Sciences,Bachelor's,Good,Yes,No,8.9,74.7,2.120069663050649,5.1,1,5.0,0.5,8.2,15.01911252053569,80.5
503,Sciences,Bachelor's,Poor,Yes,No,27.2,59.4,3.08988744754486,8.2,0,7.0,1.0,5.2,14.808535168912583,88.2
504,Engineering,Doctorate,Good,No,No,20.2,81.4,3.1950986693330656,8.2,2,2.0,4.7,1.9,,96.6
505,Engineering,High School,Good,No,Yes,10.2,82.3,3.4147992606653985,7.6,2,3.0,4.4,1.5,,100.0
506,Business,Master's,Good,No,Yes,8.2,78.9,1.8469189292471049,5.4,1,7.0,0.6,2.8,,62.6
507,Sciences,Bachelor's,Average,Yes,Yes,9.7,79.5,2.6024849359102786,7.1,1,7.0,0.5,7.9,11.79210352008681,78.0
508,Engineering,Master's,Average,No,No,5.2,55.7,2.84504752624336,6.6,0,2.0,2.7,5.3,,78.7
509,Business,Bachelor's,Average,No,No,10.3,55.7,2.256447353044611,6.3,1,5.0,3.2,7.6,,87.4
510,Engineering,High School,Good,No,Yes,5.5,68.0,1.7723288284343008,7.3,2,4.0,2.6,3.8,,69.9
511,Engineering,Master's,Poor,Yes,Yes,6.8,76.4,2.911687394570716,6.2,0,5.0,1.3,21.7,12.785439063122986,74.8
512,Business,Master's,Good,No,No,7.9,88.2,2.5932087342958465,6.8,1,5.0,2.3,8.3,,91.0
513,Engineering,Master's,Average,Yes,Yes,10.3,67.1,,8.5,1,4.0,2.4,1.5,18.322432884803334,80.7
514,Engineering,High School,Average,No,No,1.8,100.0,3.0963663380108404,5.7,0,5.0,1.4,4.1,,82.2
515,Engineering,Master's,Poor,No,No,6.0,77.6,1.9443183204484094,8.3,1,7.0,0.0,4.2,,73.0
516,Engineering,Doctorate,Average,Yes,Yes,3.0,100.0,2.438218505135164,5.7,0,6.0,2.4,5.8,22.038816227278136,86.8
517,Business,Bachelor's,Average,No,Yes,5.8,98.6,2.8605884118401517,5.9,0,8.0,1.7,17.7,,87.9
518,Humanities,Bachelor's,Poor,No,No,6.2,72.1,2.1703528148535427,5.2,3,4.0,1.6,6.2,,69.4
519,Business,High School,Excellent,No,Yes,8.0,81.0,2.782632013091708,7.7,0,7.0,3.1,3.5,,84.1
520,Business,High School,Excellent,No,No,8.3,83.0,2.189933207563244,5.6,2,5.0,0.5,28.2,,72.5
521,Sciences,Master's,Average,No,No,24.4,73.8,3.140318691281523,5.7,0,2.0,1.9,7.0,,96.0
522,Sciences,Master's,Average,Yes,Yes,10.0,81.8,2.938209685484758,5.8,1,6.0,0.4,3.4,12.766534550035818,89.9
523,Humanities,Master's,Excellent,No,No,4.4,100.0,3.0760558254919994,4.1,5,5.0,1.0,18.2,,93.4
524,Humanities,High School,Good,No,Yes,5.8,80.0,3.7843485306254276,9.1,1,2.0,4.2,4.4,,100.0
525,Humanities,Master's,Average,No,No,9.1,59.8,2.7856936632197407,5.5,2,2.0,1.4,6.0,,77.7
526,Business,High School,Average,Yes,No,8.6,84.3,2.886381628212005,6.6,2,8.0,3.1,1.6,13.770579922402133,82.9
527,Business,Bachelor's,Poor,No,No,6.7,80.9,2.900414542901643,7.3,3,8.0,2.5,24.6,,89.4
528,Sciences,Bachelor's,Good,No,No,6.0,79.0,,5.6,1,10.0,2.3,5.2,,93.5
529,Humanities,Bachelor's,Excellent,Yes,No,9.2,100.0,3.385350001349276,6.7,1,4.0,2.2,18.3,13.231292400353775,91.6
530,Sciences,High School,Average,No,No,2.6,87.8,2.7401180890349908,5.6,2,7.0,2.3,4.7,,79.2
531,Sciences,High School,Average,Yes,Yes,9.2,79.2,2.9756570921284755,6.3,2,3.0,2.1,2.0,18.332757268180984,93.4
532,Engineering,High School,Good,Yes,No,8.7,94.3,3.4653347073602134,6.2,0,1.0,1.0,12.0,11.579841614012896,98.5
533,Business,Bachelor's,Average,Yes,No,4.3,80.3,3.2461525134067193,5.2,2,6.0,0.0,5.3,13.842660670601894,93.2
534,Humanities,Master's,Poor,No,Yes,13.9,71.1,2.738288431659927,8.4,1,1.0,2.8,1.2,,99.5
535,Sciences,High School,Average,Yes,No,5.5,78.3,2.7009004167631185,5.9,1,3.0,1.9,14.3,17.282862021109423,85.0
536,Sciences,High School,Poor,No,Yes,20.3,66.9,2.12164447782308,6.7,2,7.0,7.0,11.7,,88.8
537,Business,Master's,Excellent,Yes,No,18.9,71.9,3.1643277896099513,7.5,0,5.0,8.2,8.8,33.6142349135671,87.3
538,Engineering,Bachelor's,Average,Yes,No,4.2,95.6,3.2179594028505125,5.9,0,2.0,0.0,14.2,19.606218923459085,89.3
539,Sciences,Master's,Good,No,No,18.6,100.0,,3.9,0,5.0,5.7,5.9,,94.6
540,Engineering,High School,Excellent,Yes,Yes,3.9,73.8,2.0472516923200654,6.7,1,5.0,0.0,2.6,13.879408331943592,77.3
541,Engineering,Master's,Excellent,No,No,4.8,99.4,2.5803306773524186,7.7,1,10.0,2.8,6.6,,51.3
542,Sciences,Master's,Poor,No,Yes,6.4,62.9,2.7074663212816823,7.4,0,4.0,1.4,20.3,,69.6
543,Sciences,High School,Average,No,No,9.0,81.0,2.394108459126624,7.4,1,7.0,1.8,3.5,,78.0
544,Business,Bachelor's,Excellent,Yes,Yes,3.7,89.5,3.0345805640874435,5.8,3,6.0,0.0,15.9,15.082926258997313,82.7
545,Business,High School,Good,No,No,11.1,90.2,2.2855656951623162,5.2,1,4.0,2.5,17.9,,98.2
546,Engineering,Doctorate,Poor,Yes,Yes,6.7,82.2,2.496105421686066,6.3,2,6.0,3.8,4.7,3.0712226873987554,84.9
547,Business,Bachelor's,Good,Yes,No,18.0,55.1,3.1397150646929726,8.6,3,6.0,6.8,8.5,16.410636968732135,87.4
548,Business,High School,Average,Yes,No,4.5,100.0,2.872953015858783,7.3,1,1.0,0.2,14.6,5.757824535171245,83.7
549,Sciences,High School,Good,Yes,No,6.3,75.6,2.3812063444111327,7.8,1,10.0,1.3,23.3,14.824829257278642,75.7
550,Business,High School,Excellent,No,Yes,2.2,84.4,2.834727006656585,9.9,0,4.0,1.6,13.1,,89.7
551,Humanities,Doctorate,Average,No,No,4.9,87.7,3.4178615109894372,6.4,3,5.0,3.4,6.6,,83.9
552,Business,Doctorate,Average,No,No,5.4,74.9,,5.7,3,1.0,2.4,11.8,,95.4
553,Business,Bachelor's,Good,No,No,0.8,88.3,4.0,6.8,4,6.0,0.0,28.5,,86.6
554,Business,Master's,Good,No,No,2.5,100.0,3.3165241633245874,7.2,1,8.0,0.6,4.1,,97.0
555,Humanities,High School,Average,Yes,No,14.9,90.8,3.9152357354323697,5.3,1,6.0,3.1,36.1,14.206914237154729,100.0
556,Business,Master's,Excellent,No,Yes,20.6,94.2,3.6829893692556928,5.6,1,8.0,4.8,11.7,,100.0
557,Engineering,Bachelor's,Average,Yes,No,4.2,83.3,2.6045740075530324,5.9,0,2.0,2.4,8.2,11.793780538398504,76.3
558,Humanities,High School,Excellent,Yes,No,16.6,97.4,3.6122720081900352,7.0,2,6.0,4.9,10.8,19.90488129370442,100.0
559,Humanities,Bachelor's,Average,Yes,Yes,2.7,67.9,3.312758798538812,5.9,2,8.0,0.5,8.0,9.258198125681567,91.1
560,Engineering,High School,Excellent,No,No,6.5,88.5,3.328830085328105,5.5,2,3.0,0.0,9.0,,98.5
561,Business,High School,Good,Yes,No,8.0,89.9,3.4127854483606272,5.6,1,5.0,1.5,13.1,14.391137276271415,89.4
562,Sciences,Bachelor's,Good,Yes,No,9.6,95.2,2.4708618606244515,6.7,3,5.0,1.5,19.4,20.167054926818302,78.1
563,Engineering,Bachelor's,Average,No,No,15.2,65.3,3.154021457613572,6.3,3,7.0,5.0,1.6,,85.6
564,Humanities,High School,Good,Yes,No,4.1,86.5,2.161168922527767,9.0,1,5.0,1.9,6.9,25.08585474349872,81.8
565,Sciences,Master's,Good,No,No,3.8,96.3,2.5590246547926334,7.7,0,9.0,2.1,10.5,,75.1
566,Sciences,Bachelor's,Good,Yes,No,8.5,88.5,2.1359863462274213,3.4,2,4.0,2.3,12.3,22.209490700971216,77.9
567,Humanities,Bachelor's,Average,No,No,6.6,85.0,3.066045513035475,6.6,2,5.0,1.7,3.6,,88.0
568,Sciences,Bachelor's,Good,Yes,No,6.4,90.8,2.2898194496619575,7.2,2,8.0,2.3,1.8,14.348094948547573,76.0
569,Sciences,Bachelor's,Good,No,Yes,13.0,93.3,3.2020150332059054,6.6,2,5.0,2.2,2.4,,98.6
570,Humanities,Bachelor's,Excellent,No,No,8.4,80.6,1.8961591650745415,8.0,0,6.0,6.3,5.0,,85.1
571,Sciences,Master's,Average,No,Yes,7.4,91.5,2.5699971422948615,7.0,3,2.0,2.7,8.6,,94.3
572,Humanities,High School,Good,No,Yes,6.5,72.0,3.407071429903566,4.4,3,7.0,3.1,1.8,,82.5
573,Engineering,Bachelor's,Average,Yes,Yes,5.4,84.7,2.208645121923182,7.8,2,4.0,1.3,7.3,8.410523243473317,80.5
574,Engineering,Master's,Good,No,No,8.3,78.7,2.404748553604053,7.2,2,4.0,5.2,7.8,,87.1
575,Business,Master's,Average,Yes,No,10.9,81.0,2.149686367515547,6.5,3,5.0,1.8,5.3,14.005995306182948,76.2
576,Engineering,Master's,Average,Yes,Yes,3.4,79.3,2.0776275115355216,5.5,3,7.0,2.8,5.4,14.069921287442874,80.3
577,Engineering,Master's,Excellent,No,No,4.4,58.4,2.914841488711047,6.4,2,5.0,1.4,13.3,,76.9
578,Business,Bachelor's,Excellent,Yes,Yes,6.4,100.0,2.9867828698329055,6.3,5,7.0,1.8,4.6,18.11574088436834,98.1
579,Sciences,Bachelor's,Average,No,Yes,7.6,83.6,3.0442793673314115,6.2,2,3.0,1.9,7.6,,93.5
580,Sciences,Doctorate,Poor,Yes,No,1.7,86.7,3.350967376129491,5.2,3,3.0,0.0,11.5,6.052613920391887,78.5
581,Humanities,Master's,Excellent,No,No,18.9,88.1,2.73271678152279,4.9,1,6.0,10.7,9.9,,100.0
582,Business,Bachelor's,Poor,No,Yes,4.9,100.0,2.868341368352851,4.3,1,10.0,3.2,6.2,,92.0
583,Sciences,Bachelor's,Average,No,No,9.0,64.6,2.172049473748615,7.4,2,9.0,1.3,3.8,,69.8
584,Sciences,Bachelor's,Average,No,Yes,7.9,65.7,2.6936859246222173,6.8,2,5.0,4.8,9.3,,90.8
585,Sciences,Bachelor's,Good,No,No,12.6,90.2,3.4807006348886076,5.3,3,4.0,4.9,6.3,,100.0
586,Humanities,High School,Average,No,No,6.6,90.4,,5.2,2,7.0,1.9,20.6,,77.7
587,Sciences,High School,Good,No,Yes,4.2,72.1,3.4872889462115775,9.7,5,2.0,0.7,10.5,,92.1
588,Business,Bachelor's,Good,Yes,No,5.5,73.2,3.5036509065634363,6.1,0,5.0,4.0,8.3,12.510111561859379,93.9
589,Engineering,High School,Good,No,No,8.6,100.0,3.013967740812573,4.6,2,1.0,1.4,5.2,,83.1
590,Engineering,Bachelor's,Average,No,No,10.7,91.3,3.280659562571751,5.4,1,8.0,3.9,4.7,,90.5
591,Business,High School,Good,Yes,No,10.3,89.7,3.795750127922177,5.8,1,4.0,0.0,8.5,20.533490217714338,97.0
592,Sciences,High School,Average,No,Yes,11.1,66.6,3.252589592324003,6.4,0,3.0,4.5,3.1,,98.8
593,Sciences,High School,Excellent,No,No,5.3,78.8,2.802359754637636,7.4,2,5.0,2.0,18.0,,72.2
594,Business,Bachelor's,Average,No,Yes,2.3,84.8,3.130862584338931,5.5,0,2.0,1.2,16.9,,91.5
595,Sciences,Doctorate,Excellent,Yes,Yes,1.5,68.8,2.9527424290332602,4.9,1,5.0,0.5,10.4,21.381953585867258,86.0
596,Engineering,Bachelor's,Good,No,No,4.8,80.3,1.9810824916388763,8.3,1,2.0,1.7,15.5,,84.9
597,Business,Master's,Poor,No,No,8.9,83.0,1.9162490761959867,7.6,2,6.0,2.8,3.4,,76.5
598,Sciences,Bachelor's,Average,No,No,7.3,81.4,3.7007519063518153,8.2,2,6.0,1.5,8.1,,86.3
599,Sciences,High School,Good,No,Yes,7.4,83.6,3.288455649607259,5.5,4,8.0,0.4,3.9,,87.9
600,Humanities,High School,Average,No,Yes,2.0,71.9,2.944854826219804,4.1,1,8.0,1.8,6.5,,77.1
601,Humanities,Bachelor's,Average,Yes,No,5.9,100.0,1.8913536421927943,4.6,1,6.0,3.1,27.5,13.741281223654003,73.1
602,Engineering,Master's,Average,No,No,6.1,66.1,2.7207383206170337,6.2,0,1.0,1.2,3.2,,92.1
603,Sciences,Master's,Poor,No,No,5.3,94.6,3.0021303527238232,7.5,1,3.0,2.8,14.3,,88.5
604,Humanities,Bachelor's,Excellent,Yes,No,4.3,61.4,2.9794994728410287,7.6,1,4.0,2.1,1.6,14.974312872805733,98.1
605,Business,High School,Good,No,Yes,2.0,67.7,2.007606380616693,6.5,1,6.0,0.2,9.7,,70.1
606,Sciences,High School,Excellent,Yes,Yes,8.9,86.4,2.94591239311733,5.1,0,5.0,2.7,20.9,9.207537184915237,88.3
607,Business,Bachelor's,Excellent,No,No,8.1,100.0,2.7752867373005636,6.2,4,5.0,2.6,6.2,,100.0
608,Business,Bachelor's,Good,Yes,No,13.8,83.6,2.4170225167532378,7.0,1,7.0,0.9,17.9,9.628466658421697,92.6
609,Sciences,Bachelor's,Excellent,No,Yes,7.1,95.4,3.355576255278743,8.2,0,5.0,0.0,3.3,,93.4
610,Engineering,High School,Average,No,Yes,2.8,82.2,1.8384441817689672,7.7,1,4.0,1.0,5.4,,75.1
611,Sciences,Bachelor's,Average,No,Yes,9.3,100.0,3.3394041709244275,5.1,0,7.0,4.1,2.6,,95.8
612,Sciences,Doctorate,Average,Yes,No,3.7,81.4,2.7042058702597704,6.3,0,7.0,1.9,8.0,14.731963667590108,74.7
613,Sciences,Master's,Average,Yes,No,4.9,69.3,2.319882029427835,6.0,2,8.0,1.4,16.8,11.88094911025485,78.6
614,Sciences,Doctorate,Good,Yes,No,9.7,86.0,2.916295516422254,5.9,1,5.0,0.8,7.7,13.027726443560288,89.2
615,Sciences,Bachelor's,Good,Yes,Yes,3.7,99.6,3.494861015895755,5.9,1,9.0,2.1,17.5,18.82970660807358,91.4
616,Business,High School,Average,No,Yes,4.8,90.3,2.524647629133554,7.8,2,3.0,1.7,11.1,,83.2
617,Engineering,Bachelor's,Good,No,No,5.3,98.9,2.95327640869571,5.6,2,8.0,2.5,5.9,,88.1
618,Engineering,Bachelor's,Poor,No,Yes,11.4,66.2,3.436006678171414,4.4,1,4.0,2.3,1.4,,94.2
619,Business,High School,Good,No,Yes,15.5,59.2,2.4214497732482863,7.1,2,7.0,3.4,7.7,,81.7
620,Sciences,High School,Poor,No,No,10.5,59.2,2.841407002135884,6.3,0,7.0,2.9,6.7,,82.8
621,Humanities,Bachelor's,Poor,Yes,No,14.6,100.0,3.6190147504431134,6.7,2,5.0,4.7,20.3,19.592344428067605,100.0
622,Humanities,Master's,Excellent,No,No,15.7,83.9,4.0,8.7,2,8.0,1.5,8.8,,100.0
623,Business,Master's,Average,No,Yes,2.7,56.4,1.9388473547271228,7.7,1,7.0,0.9,11.3,,76.2
624,Business,High School,Poor,No,Yes,4.8,88.9,2.7336606128450973,7.3,0,5.0,0.5,1.8,,74.6
625,Engineering,Master's,Excellent,No,Yes,11.7,74.0,2.7619764155687068,6.7,1,7.0,2.6,12.6,,93.8
626,Engineering,High School,Average,Yes,No,9.7,93.9,3.0480085442965485,7.1,2,7.0,3.4,1.8,6.527350227508837,87.0
627,Engineering,Bachelor's,Poor,No,No,9.8,78.9,2.977814935516739,8.4,3,3.0,3.6,12.1,,76.8
628,Humanities,Bachelor's,Good,No,No,3.5,96.2,2.197317921668309,6.7,2,5.0,0.2,3.0,,82.9
629,Engineering,Bachelor's,Average,No,Yes,13.0,80.4,3.834656918558736,5.4,1,5.0,4.0,1.4,,100.0
630,Business,Bachelor's,Good,Yes,No,7.1,89.9,2.914865509454825,9.4,0,7.0,2.6,10.0,15.4576747408593,78.1
631,Engineering,Master's,Average,No,No,8.4,80.8,1.8439540147830529,5.8,0,9.0,0.9,9.4,,68.7
632,Sciences,High School,Poor,Yes,No,3.4,66.1,2.142771853735873,5.2,1,3.0,3.3,7.0,12.532681412417471,78.8
633,Business,Bachelor's,Poor,No,Yes,7.0,87.3,2.2738842753669446,8.4,2,4.0,0.9,14.7,,91.2
634,Humanities,Bachelor's,Excellent,No,Yes,7.1,82.5,2.3001777027374932,4.5,2,3.0,3.4,17.1,,80.7
635,Engineering,Bachelor's,Good,Yes,Yes,7.4,78.0,3.1429507257026086,8.4,1,7.0,5.3,20.4,20.621282469324324,58.7
636,Business,Bachelor's,Excellent,No,Yes,17.2,71.7,3.2986245880027822,6.2,0,8.0,5.8,11.3,,86.9
637,Engineering,Master's,Average,No,No,6.8,73.8,2.2431676607743847,5.5,2,6.0,3.0,12.8,,83.7
638,Sciences,Bachelor's,Average,Yes,Yes,5.1,83.1,2.433415647484387,6.6,1,7.0,1.6,1.0,17.315567427189208,75.0
639,Sciences,Master's,Average,No,No,5.3,87.9,3.3964775997715773,8.1,1,10.0,1.5,4.9,,93.8
640,Sciences,Bachelor's,Poor,Yes,Yes,11.4,96.6,3.3708067725023647,6.3,1,5.0,1.1,22.1,11.042856919470065,100.0
641,Engineering,Master's,Good,No,No,4.5,92.4,2.444288084246281,4.9,1,7.0,1.6,11.6,,82.5
642,Sciences,Bachelor's,Poor,No,No,11.1,99.7,3.281420982833004,6.4,2,6.0,4.3,8.7,,92.3
643,Humanities,Bachelor's,Good,No,Yes,6.5,58.7,3.556452027517719,7.3,1,6.0,0.6,3.8,,79.8
644,Humanities,Bachelor's,Good,Yes,No,8.9,69.1,3.363673416121249,7.1,0,7.0,3.3,15.0,10.261329700047924,81.2
645,Engineering,Master's,Average,Yes,No,6.5,76.1,3.0742600518410157,8.8,3,6.0,0.8,1.8,8.348410205778745,94.3
646,Engineering,Bachelor's,Good,No,No,10.4,84.9,2.1859188723687275,6.8,5,6.0,0.6,9.2,,82.9
647,Humanities,Master's,Poor,Yes,No,6.2,100.0,3.829755089523453,5.3,1,6.0,0.2,18.5,20.718193445339725,89.9
648,Humanities,High School,Average,No,Yes,10.3,49.0,2.327168588178703,8.4,1,3.0,0.6,6.6,,75.3
649,Humanities,High School,Average,Yes,No,1.7,74.6,3.693851953893884,6.6,3,6.0,0.6,7.9,2.0,100.0
650,Humanities,Master's,Good,No,No,9.5,82.1,2.8493460148284604,7.9,0,6.0,0.0,10.7,,81.7
651,Business,Bachelor's,Average,No,No,1.5,81.7,3.0232914121152255,6.4,1,7.0,0.8,15.7,,82.0
652,Sciences,Master's,Good,Yes,No,3.6,65.0,3.153509909856584,5.9,4,6.0,1.4,8.9,11.751250109995327,87.7
653,Humanities,Master's,Average,No,Yes,11.6,74.8,3.4232028832485533,7.7,3,7.0,2.3,2.7,,93.7
654,Sciences,Bachelor's,Average,Yes,No,3.0,79.9,3.612989271403444,8.4,0,6.0,1.1,7.6,17.95883157606486,89.1
655,Business,Bachelor's,Average,Yes,No,0.7,77.1,1.9691417510454605,7.7,0,3.0,0.4,4.0,13.609072150304128,66.6
656,Business,High School,Good,No,No,4.5,89.0,1.4725966512677249,6.2,2,10.0,1.1,12.7,,74.7
657,Sciences,Bachelor's,Average,Yes,Yes,19.0,99.4,,8.5,1,6.0,3.2,14.1,9.148043761882722,86.5
658,Engineering,Master's,Average,No,No,13.9,80.1,,7.1,0,4.0,5.4,10.7,,97.3
659,Humanities,Master's,Average,No,Yes,10.5,100.0,2.995762941217614,4.3,1,5.0,3.0,17.0,,91.5
660,Business,Bachelor's,Good,No,Yes,3.9,95.4,2.2891078451023654,6.8,1,6.0,0.8,25.5,,84.6
661,Humanities,Doctorate,Good,No,Yes,2.5,57.0,2.8277022754833734,9.5,0,7.0,0.7,15.4,,73.9
662,Sciences,High School,Good,Yes,Yes,6.1,100.0,2.7985590601607155,5.4,0,9.0,1.3,12.0,19.242512782977407,83.0
663,Sciences,High School,Good,No,Yes,7.3,73.6,3.031957902080945,7.7,3,4.0,1.3,4.7,,79.5
