applicant_id,sector,county,quarter,loan_purpose,owner_education_level,business_age_years,num_employees,monthly_revenue_kes,loan_amount_kes,loan_term_months,interest_rate_pct,collateral_value_kes,debt_to_income_ratio,credit_score,num_previous_loans,missed_payments_count,online_presence_score,customer_satisfaction_score,competitor_density,credit_risk_category
915,Retail,Nairobi,Q3,Working Capital,Secondary,5.0,9,582035.0,710563.0,60,15.85,,0.464,655.0,1,1,26.2,,7,Medium
916,Retail,Nairobi,Q3,Working Capital,Certificate,6.8,7,694400.0,530022.0,12,11.83,,0.694,764.0,1,0,69.2,2.9,12,Medium
917,Services,Mombasa,Q4,Working Capital,Certificate,13.4,10,3018885.0,8189110.0,6,16.74,5772426.0,0.122,631.0,5,0,68.3,4.1,6,Low
918,Technology,Other,Q4,Business Expansion,Bachelors,3.7,7,540475.0,483175.0,60,13.63,145438.0,0.693,538.0,0,2,71.1,,3,High
919,Retail,Nairobi,Q1,Working Capital,Bachelors,7.3,13,1863076.0,2665127.0,18,17.98,,0.216,709.0,0,0,60.3,3.9,7,Low
920,Services,Kisumu,Q2,Equipment Purchase,Bachelors,3.0,6,2934538.0,7418589.0,6,16.87,6248747.0,0.238,467.0,4,1,56.9,4.5,4,Low
921,Hospitality,Other,Q2,Inventory Financing,Bachelors,1.1,14,3473038.0,11904067.0,12,16.06,13613894.0,0.18,494.0,4,0,10.8,4.6,8,Low
922,Hospitality,Other,Q2,Working Capital,Certificate,6.7,7,2057128.0,4202335.0,24,14.51,,0.459,630.0,1,1,93.7,3.9,8,Medium
923,Agriculture,Other,Q4,Business Expansion,Certificate,2.2,9,680413.0,1319831.0,36,18.69,827734.0,0.358,612.0,1,0,36.0,3.1,4,Medium
924,Retail,Nakuru,Q1,Equipment Purchase,Bachelors,4.3,10,907529.0,2925821.0,36,15.69,4507704.0,1.045,614.0,2,1,64.1,3.6,2,Medium
925,Agriculture,Kisumu,Q1,Equipment Purchase,Secondary,9.5,7,4607578.0,6730987.0,60,11.56,11280036.0,0.315,703.0,0,0,51.3,4.0,8,Low
926,Retail,Kisumu,Q2,Equipment Purchase,Bachelors,2.3,5,4601466.0,10905920.0,36,18.76,5296775.0,0.503,813.0,3,0,43.2,3.9,10,Low
927,Manufacturing,Kisumu,Q4,Equipment Purchase,Diploma,4.4,10,1304067.0,4178003.0,18,21.46,5153682.0,0.647,734.0,2,0,15.6,4.3,3,Low
928,Agriculture,Mombasa,Q2,Inventory Financing,Diploma,4.1,10,2986023.0,4119875.0,18,18.66,,0.436,698.0,1,1,69.6,3.6,5,Medium
929,Services,Mombasa,Q3,Business Expansion,Diploma,1.7,12,2676103.0,8130780.0,24,16.89,12413439.0,0.747,738.0,1,0,51.4,4.5,7,Low
930,Services,Nairobi,Q1,Equipment Purchase,Diploma,4.9,5,1383367.0,935655.0,60,13.5,860352.0,0.332,688.0,5,0,69.3,2.4,6,Low
931,Hospitality,Nairobi,Q2,Working Capital,Secondary,7.3,6,3493552.0,7831476.0,36,14.95,4738932.0,0.237,798.0,4,0,45.7,5.0,10,Low
932,Hospitality,Mombasa,Q2,Equipment Purchase,Primary,1.2,4,924770.0,1749204.0,18,18.09,1509972.0,0.171,646.0,1,0,3.8,3.5,4,Low
933,Technology,Eldoret,Q2,Inventory Financing,Masters,3.5,10,2470747.0,3310633.0,24,18.43,2214981.0,0.713,725.0,3,1,56.5,5.0,6,Low
934,Agriculture,Kisumu,Q2,Inventory Financing,Bachelors,6.2,7,2593656.0,3885978.0,36,16.23,5984357.0,0.581,760.0,0,0,72.2,4.5,7,Low
935,Retail,Nairobi,Q1,Working Capital,Diploma,7.3,14,1622849.0,1272369.0,12,18.93,,0.403,674.0,1,0,61.6,3.6,7,Low
936,Retail,Other,Q4,Equipment Purchase,Diploma,6.0,5,1222963.0,2504172.0,18,21.41,2598540.0,0.518,714.0,3,1,61.6,2.1,8,Low
937,Technology,Nairobi,Q3,Equipment Purchase,Primary,17.7,7,5511278.0,13768301.0,18,16.15,13829975.0,0.374,631.0,1,2,87.1,2.7,6,Low
938,Agriculture,Other,Q2,Equipment Purchase,Certificate,8.1,6,1084922.0,3800917.0,12,17.92,2400419.0,0.466,667.0,3,0,13.1,,11,Low
939,Retail,Nakuru,Q3,Working Capital,Diploma,8.6,13,1027918.0,2402690.0,24,17.56,1646650.0,0.824,501.0,2,0,55.2,,7,High
940,Agriculture,Kisumu,Q4,Working Capital,Diploma,3.7,8,692555.0,500797.0,48,17.9,,0.731,637.0,1,0,78.3,2.9,2,Medium
941,Agriculture,Mombasa,Q1,Equipment Purchase,Secondary,7.0,5,1542497.0,3142034.0,12,19.82,3526501.0,0.235,637.0,1,1,40.3,3.5,4,Low
942,Hospitality,Other,Q1,Business Expansion,Primary,8.8,10,1618914.0,5225069.0,48,14.18,2806528.0,0.185,617.0,1,1,28.0,3.5,2,Low
943,Technology,Nairobi,Q1,Business Expansion,Masters,5.3,11,1032813.0,2521295.0,6,12.8,4313288.0,0.317,499.0,0,0,45.2,2.7,1,Low
944,Technology,Nairobi,Q1,Business Expansion,Bachelors,3.8,11,3505828.0,5899983.0,6,14.59,9647657.0,0.235,520.0,1,0,49.5,5.0,3,Low
945,Retail,Kisumu,Q2,Business Expansion,Secondary,10.8,5,2034524.0,1830367.0,48,14.2,2207146.0,0.549,572.0,2,1,59.3,4.0,7,Low
946,Retail,Nairobi,Q4,Working Capital,Bachelors,3.4,8,2476043.0,1756467.0,12,13.91,2655633.0,0.821,646.0,4,0,65.8,4.5,8,Medium
947,Hospitality,Mombasa,Q1,Working Capital,Bachelors,2.6,10,689592.0,1295961.0,12,18.11,2095855.0,0.237,545.0,2,0,62.8,4.3,3,Low
948,Services,Kisumu,Q1,Working Capital,Secondary,5.9,10,1433517.0,4301193.0,24,18.55,,0.34,572.0,2,2,57.5,4.5,4,High
949,Manufacturing,Nairobi,Q2,Working Capital,Bachelors,7.0,11,4904964.0,5636057.0,24,13.24,3687342.0,0.717,709.0,1,0,79.6,3.7,8,Low
950,Manufacturing,Other,Q1,Equipment Purchase,Certificate,4.6,5,3431388.0,9842881.0,6,9.27,14340828.0,0.464,725.0,4,0,65.6,3.8,6,Low
951,Agriculture,Nakuru,Q3,Equipment Purchase,Secondary,3.0,5,2296058.0,6948584.0,6,10.03,7430580.0,0.757,652.0,1,1,56.4,3.7,7,Low
952,Retail,Nairobi,Q3,Working Capital,Secondary,6.6,6,3758763.0,8861011.0,60,15.55,15144697.0,0.219,500.0,2,0,47.5,3.4,7,Low
953,Services,Eldoret,Q3,Working Capital,Diploma,3.6,6,2766992.0,1406521.0,12,15.47,,0.283,546.0,2,0,31.0,3.3,8,Medium
954,Retail,Kisumu,Q2,Inventory Financing,Diploma,3.5,8,2107515.0,2982531.0,18,12.41,3040242.0,0.241,596.0,2,2,81.8,3.5,6,Low
955,Manufacturing,Nakuru,Q4,Inventory Financing,Diploma,3.9,6,2259922.0,7330029.0,18,15.97,,0.399,561.0,4,2,36.3,4.0,7,High
956,Retail,Eldoret,Q1,Business Expansion,Primary,1.2,10,2287131.0,7606590.0,12,18.55,6929935.0,0.369,660.0,2,1,47.2,2.1,3,Low
957,Agriculture,Other,Q4,Working Capital,Bachelors,2.5,3,1322794.0,3607640.0,24,15.83,,0.339,712.0,2,1,40.1,4.7,5,Medium
958,Technology,Nairobi,Q3,Equipment Purchase,Secondary,1.8,10,5267862.0,15798066.0,12,17.45,18691579.0,0.419,652.0,1,0,60.5,2.6,8,Low
959,Agriculture,Other,Q4,Inventory Financing,Secondary,7.9,8,8796261.0,23620043.0,24,9.83,8380637.0,0.527,726.0,3,2,100.0,2.2,5,Low
960,Retail,Mombasa,Q3,Business Expansion,Diploma,7.1,9,2047993.0,3855910.0,60,17.3,2345476.0,0.814,,1,0,53.7,4.7,4,Medium
961,Hospitality,Nairobi,Q3,Business Expansion,Secondary,1.0,6,1659661.0,831521.0,12,14.05,981657.0,0.091,612.0,2,0,63.4,3.5,7,Low
962,Manufacturing,Mombasa,Q1,Business Expansion,Bachelors,2.2,8,7871665.0,23843439.0,18,16.09,30056110.0,0.295,580.0,1,1,64.9,2.4,6,Low
963,Retail,Mombasa,Q1,Inventory Financing,Diploma,4.6,9,2399101.0,1916796.0,24,11.16,,0.531,724.0,2,0,45.9,3.7,6,Low
964,Retail,Other,Q3,Business Expansion,Bachelors,14.3,6,2975952.0,3168918.0,12,13.51,5407591.0,0.353,646.0,2,0,56.5,2.5,5,Low
965,Retail,Kisumu,Q2,Working Capital,Secondary,5.3,8,2463440.0,4773061.0,36,13.16,,0.285,693.0,2,0,47.9,4.1,4,Medium
966,Agriculture,Nairobi,Q2,Equipment Purchase,Certificate,4.1,7,1904283.0,6347305.0,48,12.7,10602824.0,0.3,664.0,3,0,8.1,3.7,5,Low
967,Hospitality,Nakuru,Q2,Inventory Financing,Secondary,8.7,8,1537175.0,2599841.0,6,16.13,,0.235,571.0,0,0,92.5,3.2,5,Medium
968,Agriculture,Mombasa,Q4,Working Capital,Secondary,5.2,5,3046592.0,6373539.0,6,15.06,10266573.0,0.186,850.0,1,0,59.7,3.0,4,Low
969,Hospitality,Other,Q4,Working Capital,Certificate,3.8,10,696552.0,2180621.0,12,15.41,2939628.0,0.236,726.0,3,0,72.6,4.8,8,Low
970,Manufacturing,Nairobi,Q1,Working Capital,Bachelors,1.1,8,3412602.0,7204923.0,24,19.16,,0.63,694.0,0,1,19.9,3.5,7,Medium
971,Retail,Other,Q3,Working Capital,Diploma,8.6,11,5064594.0,3272530.0,12,17.21,,0.65,594.0,1,0,100.0,4.7,3,Medium
972,Technology,Other,Q1,Working Capital,Bachelors,11.9,9,1733590.0,3800729.0,24,16.89,4667847.0,0.496,490.0,2,1,74.7,3.6,10,Low
973,Technology,Nairobi,Q2,Inventory Financing,Secondary,5.1,5,1436175.0,4013954.0,36,17.71,,0.27,692.0,2,2,30.0,4.0,7,Medium
974,Agriculture,Mombasa,Q3,Business Expansion,Secondary,6.3,8,6634256.0,8844462.0,24,16.36,3064647.0,0.475,764.0,2,0,5.9,3.2,4,Low
975,Agriculture,Nairobi,Q2,Business Expansion,Primary,2.5,5,1586400.0,1769493.0,24,19.04,2943606.0,0.268,672.0,4,1,43.9,2.9,5,Low
976,Services,Kisumu,Q1,Equipment Purchase,Bachelors,8.0,5,1337763.0,4563662.0,12,17.34,7982991.0,0.223,691.0,3,0,56.3,3.7,2,Low
977,Hospitality,Nairobi,Q2,Equipment Purchase,Primary,4.2,8,3324930.0,2984076.0,12,14.73,3406654.0,0.281,656.0,2,0,57.6,3.6,7,Low
978,Services,Other,Q4,Inventory Financing,Diploma,3.1,9,879913.0,1033357.0,12,15.07,,0.372,,0,0,64.4,3.5,4,Medium
979,Hospitality,Nairobi,Q4,Working Capital,Diploma,12.5,7,530365.0,1413477.0,18,17.74,2381602.0,0.325,734.0,1,2,36.3,4.4,10,Low
980,Manufacturing,Nakuru,Q4,Equipment Purchase,Secondary,6.9,7,1890883.0,5058005.0,24,13.58,2189917.0,0.304,645.0,1,1,53.1,3.2,3,Low
981,Hospitality,Nakuru,Q3,Equipment Purchase,Masters,9.7,11,1400506.0,4133433.0,12,15.86,1476691.0,0.107,711.0,1,1,60.8,2.7,10,Low
982,Manufacturing,Nairobi,Q2,Business Expansion,Masters,6.8,6,1136653.0,1805512.0,18,15.76,949704.0,0.35,794.0,2,1,88.8,3.9,6,Low
983,Technology,Nairobi,Q3,Business Expansion,Secondary,1.8,6,1088247.0,2408979.0,24,15.14,1631130.0,0.29,777.0,0,0,43.7,3.4,8,Low
984,Retail,Other,Q4,Equipment Purchase,Secondary,0.9,6,1159651.0,1293135.0,12,15.46,2160221.0,0.514,624.0,2,1,45.9,3.2,2,Low
985,Services,Nairobi,Q2,Business Expansion,Diploma,2.5,5,1456912.0,1627417.0,48,17.15,2726186.0,0.072,707.0,1,1,32.2,2.5,3,Low
986,Agriculture,Nairobi,Q1,Working Capital,Diploma,7.1,6,432878.0,1115693.0,48,18.91,,0.204,577.0,5,1,44.7,,7,High
987,Hospitality,Nairobi,Q2,Business Expansion,Diploma,4.0,6,2989430.0,10050715.0,12,21.18,15173555.0,0.689,561.0,0,0,65.5,3.2,8,Low
988,Hospitality,Kisumu,Q4,Inventory Financing,Diploma,4.2,5,1455969.0,4622252.0,24,17.18,3312649.0,0.719,517.0,1,0,86.9,4.0,3,Medium
989,Retail,Mombasa,Q4,Equipment Purchase,Masters,5.5,10,1443791.0,3461596.0,24,17.91,3981943.0,0.905,645.0,3,2,28.1,3.5,5,Low
990,Retail,Nairobi,Q1,Business Expansion,Bachelors,3.5,5,1462113.0,2907156.0,12,18.62,2501300.0,0.389,753.0,1,1,27.7,3.6,4,Low
991,Manufacturing,Kisumu,Q2,Equipment Purchase,Secondary,3.3,11,3026860.0,4347263.0,24,11.2,1797840.0,0.429,711.0,3,0,63.1,3.4,10,Low
992,Retail,Eldoret,Q1,Equipment Purchase,Bachelors,3.6,7,2174949.0,1326176.0,12,12.15,1983950.0,0.685,543.0,1,0,45.6,3.4,6,Medium
993,Manufacturing,Nakuru,Q4,Business Expansion,Certificate,4.2,6,7563877.0,18499634.0,18,18.1,16773479.0,0.474,724.0,3,2,71.4,3.9,7,Low
994,Technology,Mombasa,Q1,Working Capital,Masters,1.8,8,430534.0,186130.0,48,17.05,115611.0,0.511,674.0,3,0,48.0,3.1,8,Medium
995,Technology,Nairobi,Q1,Working Capital,Certificate,6.9,6,3186654.0,5296462.0,48,14.38,,0.366,665.0,3,0,55.5,3.8,7,Medium
996,Services,Nairobi,Q2,Working Capital,Primary,4.4,5,3389861.0,1984831.0,18,18.01,2892933.0,0.24,838.0,1,0,57.8,2.1,4,Low
997,Services,Kisumu,Q1,Equipment Purchase,Bachelors,5.2,6,279376.0,564134.0,12,13.83,634699.0,0.305,696.0,2,2,54.4,5.0,6,Medium
998,Retail,Nakuru,Q1,Business Expansion,Secondary,3.2,9,2553599.0,4943723.0,24,12.43,3505054.0,0.295,696.0,1,1,76.4,2.1,3,Low
999,Technology,Mombasa,Q1,Business Expansion,Bachelors,8.8,12,1769598.0,2390029.0,36,16.88,2364853.0,0.185,721.0,1,3,54.3,4.5,7,Low
1000,Retail,Other,Q4,Working Capital,Diploma,1.1,9,1569260.0,2059605.0,18,16.95,,0.427,685.0,3,1,87.0,4.0,3,Medium
1001,Services,Nairobi,Q1,Working Capital,Bachelors,3.5,12,1758103.0,1790083.0,6,17.87,2575350.0,0.299,593.0,3,1,66.1,3.8,3,Low
1002,Services,Other,Q3,Working Capital,Bachelors,9.1,12,2470129.0,3472555.0,18,24.0,,0.228,487.0,2,0,46.2,3.4,3,Medium
1003,Manufacturing,Nakuru,Q2,Business Expansion,Bachelors,5.8,6,1424460.0,2638014.0,36,14.53,1449951.0,0.572,616.0,2,0,32.8,3.4,5,Low
1004,Agriculture,Other,Q3,Equipment Purchase,Bachelors,5.6,10,1139219.0,901907.0,60,18.34,671143.0,0.321,632.0,3,1,83.5,4.5,6,Medium
1005,Retail,Other,Q4,Working Capital,Diploma,2.0,8,3234121.0,4032070.0,36,14.18,,0.387,470.0,1,1,45.5,3.8,11,High
1006,Agriculture,Nairobi,Q3,Working Capital,Secondary,1.6,7,1717506.0,4001800.0,18,15.52,,0.156,562.0,3,3,53.2,3.8,5,Medium
1007,Hospitality,Other,Q2,Inventory Financing,Certificate,5.4,6,3121789.0,9263418.0,36,15.82,7263470.0,0.368,678.0,1,1,42.3,3.1,6,Low
1008,Retail,Mombasa,Q2,Equipment Purchase,Secondary,5.0,7,10155646.0,32196011.0,48,20.46,29412891.0,0.338,593.0,0,0,92.4,3.4,7,Low
1009,Retail,Nakuru,Q1,Inventory Financing,Secondary,10.5,5,804216.0,1129925.0,18,15.18,501846.0,0.318,568.0,1,1,64.5,3.1,9,Medium
1010,Services,Other,Q4,Working Capital,Certificate,2.8,6,974628.0,3137845.0,18,10.89,,0.148,627.0,2,0,20.2,3.4,8,Medium
1011,Technology,Kisumu,Q3,Working Capital,Certificate,3.7,6,1112851.0,3073449.0,36,8.0,3065004.0,0.422,586.0,2,0,43.2,3.6,7,Low
1012,Retail,Kisumu,Q3,Business Expansion,Secondary,3.3,7,1638889.0,1718540.0,12,19.64,1609225.0,0.535,628.0,5,2,28.1,4.1,6,Medium
1013,Retail,Nairobi,Q2,Inventory Financing,Secondary,3.2,6,5183961.0,10392761.0,48,16.2,5291034.0,0.458,699.0,1,1,49.5,,2,Low
1014,Retail,Kisumu,Q2,Working Capital,Secondary,4.2,11,2370769.0,3286324.0,36,19.16,,0.634,679.0,1,1,50.0,2.8,3,High
1015,Retail,Nairobi,Q3,Inventory Financing,Secondary,5.1,6,3655765.0,4940874.0,12,14.91,3289459.0,0.275,668.0,0,0,64.6,3.4,2,Low
1016,Retail,Mombasa,Q2,Business Expansion,Diploma,4.7,12,6109826.0,6223838.0,12,12.4,4516011.0,0.659,707.0,5,3,39.2,4.3,7,Low
1017,Agriculture,Mombasa,Q4,Inventory Financing,Primary,6.6,10,504196.0,1807914.0,12,13.44,,0.027,716.0,2,0,35.1,3.8,3,Medium
1018,Hospitality,Other,Q1,Inventory Financing,Secondary,11.1,9,1545526.0,2957844.0,36,19.18,4198071.0,0.244,601.0,2,0,41.3,4.3,3,Low
1019,Hospitality,Nakuru,Q1,Equipment Purchase,Secondary,4.7,6,1144888.0,3027399.0,6,13.36,3647291.0,0.42,694.0,2,0,56.1,3.0,9,Low
1020,Retail,Eldoret,Q2,Inventory Financing,Bachelors,3.4,11,2301932.0,2150369.0,18,17.44,,0.345,712.0,0,2,11.2,4.0,3,Low
1021,Manufacturing,Nairobi,Q3,Working Capital,Secondary,11.2,10,995023.0,2467458.0,24,19.14,,0.556,,1,0,80.4,4.0,4,Medium
1022,Hospitality,Nairobi,Q2,Equipment Purchase,Primary,3.4,8,5025190.0,7854128.0,36,10.71,11111881.0,0.757,,2,1,59.5,3.9,2,Low
1023,Hospitality,Other,Q2,Equipment Purchase,Bachelors,4.2,7,1275852.0,1816719.0,18,20.0,2881315.0,0.823,698.0,2,3,14.7,4.2,12,Low
1024,Agriculture,Nairobi,Q1,Working Capital,Certificate,4.2,3,1071935.0,3504859.0,24,16.71,,0.795,627.0,0,1,32.9,5.0,4,High
1025,Technology,Other,Q1,Equipment Purchase,Bachelors,5.5,8,910386.0,1882495.0,48,16.62,2947016.0,0.288,720.0,3,1,82.2,3.0,4,Low
1026,Retail,Mombasa,Q4,Business Expansion,Secondary,11.7,4,831470.0,2093472.0,6,15.99,3160008.0,0.884,724.0,2,1,98.7,2.5,2,Low
1027,Manufacturing,Mombasa,Q2,Working Capital,Secondary,13.6,6,1939422.0,1679128.0,6,18.71,2769550.0,0.28,619.0,2,0,46.9,4.2,3,Low
1028,Hospitality,Kisumu,Q2,Equipment Purchase,Diploma,7.7,5,1257525.0,3811824.0,24,14.62,5592976.0,0.735,510.0,1,0,55.7,2.8,2,Low
1029,Services,Mombasa,Q1,Equipment Purchase,Primary,4.0,6,2151974.0,1986971.0,24,18.56,3577770.0,0.353,616.0,0,1,64.9,3.0,6,Low
1030,Hospitality,Mombasa,Q3,Working Capital,Masters,13.3,8,1452102.0,4023200.0,60,16.46,6469913.0,0.218,697.0,0,0,37.5,5.0,6,Low
1031,Agriculture,Mombasa,Q3,Business Expansion,Secondary,2.6,9,2313948.0,6986605.0,36,17.39,3677521.0,0.594,582.0,2,0,57.8,3.6,1,Low
1032,Services,Nakuru,Q1,Working Capital,Bachelors,5.2,8,2043700.0,4698915.0,36,14.41,,0.455,611.0,2,1,49.1,4.3,6,Medium
1033,Manufacturing,Nairobi,Q3,Business Expansion,Diploma,13.8,13,4052100.0,7805816.0,18,19.63,6627094.0,0.396,677.0,1,1,36.3,2.3,6,Low
1034,Retail,Nairobi,Q3,Business Expansion,Bachelors,5.9,6,2890650.0,8724255.0,24,17.91,15139881.0,0.106,543.0,1,0,81.1,3.4,6,Low
1035,Retail,Mombasa,Q3,Business Expansion,Secondary,1.6,10,1193901.0,2464296.0,24,14.01,1988127.0,0.158,764.0,2,1,48.9,3.5,4,Low
1036,Technology,Nairobi,Q3,Inventory Financing,Bachelors,5.5,6,3999130.0,7799893.0,36,16.08,4387714.0,0.135,627.0,0,0,95.5,4.3,7,Low
1037,Retail,Mombasa,Q2,Inventory Financing,Diploma,5.9,3,1243198.0,2844092.0,24,15.1,,0.117,729.0,1,2,30.4,4.1,2,Medium
1038,Hospitality,Mombasa,Q1,Equipment Purchase,Certificate,8.9,7,1041426.0,3297904.0,12,17.14,3477356.0,0.151,723.0,1,1,17.7,3.2,10,Low
1039,Technology,Eldoret,Q1,Working Capital,Secondary,1.6,11,2990580.0,5609053.0,12,18.28,,0.289,616.0,0,1,26.2,4.7,2,Medium
1040,Retail,Nairobi,Q4,Working Capital,Secondary,12.8,9,869172.0,737311.0,36,10.63,1083536.0,0.201,628.0,1,0,96.6,4.1,3,Low
1041,Retail,Mombasa,Q1,Inventory Financing,Bachelors,2.1,13,1091368.0,3165458.0,12,17.31,,0.65,772.0,9,0,32.7,,5,Medium
1042,Retail,Eldoret,Q1,Business Expansion,Masters,8.7,8,691946.0,1533310.0,24,18.99,907825.0,0.444,,3,0,96.9,3.6,2,Medium
1043,Retail,Nairobi,Q1,Inventory Financing,Certificate,2.0,7,640960.0,1334818.0,48,17.28,2302538.0,0.456,586.0,2,0,17.5,3.2,8,Medium
1044,Agriculture,Other,Q2,Inventory Financing,Bachelors,2.6,8,2062648.0,5095876.0,6,15.65,,0.126,618.0,0,0,93.0,3.8,6,Medium
1045,Agriculture,Nakuru,Q3,Equipment Purchase,Diploma,6.1,12,980803.0,1149034.0,48,18.16,861724.0,0.57,644.0,1,0,48.1,2.1,4,Medium
1046,Hospitality,Nairobi,Q3,Inventory Financing,Certificate,2.9,9,5061771.0,12820739.0,12,13.17,7378253.0,0.854,584.0,2,1,41.1,2.2,9,Low
1047,Retail,Mombasa,Q3,Business Expansion,Certificate,4.4,9,4471592.0,3319128.0,12,14.27,5316535.0,0.348,775.0,1,0,100.0,4.1,3,Low
1048,Services,Eldoret,Q2,Business Expansion,Diploma,10.0,11,2362401.0,4610517.0,6,13.91,6128668.0,0.184,720.0,2,2,56.1,5.0,6,Low
1049,Services,Kisumu,Q3,Inventory Financing,Secondary,4.2,8,1128686.0,3530521.0,48,12.65,,0.722,777.0,0,1,28.0,3.4,7,Medium
1050,Agriculture,Nakuru,Q4,Business Expansion,Bachelors,2.1,7,1661481.0,4815997.0,12,16.81,4202213.0,0.166,716.0,0,1,22.1,2.6,3,Low
1051,Retail,Other,Q1,Business Expansion,Certificate,9.6,5,1582580.0,5037637.0,18,16.69,5560571.0,0.276,684.0,0,0,38.8,3.2,7,Low
1052,Agriculture,Nakuru,Q1,Inventory Financing,Diploma,4.3,1,3609193.0,12730605.0,24,17.04,13455968.0,0.452,,2,0,52.0,4.4,7,Low
1053,Manufacturing,Kisumu,Q2,Equipment Purchase,Secondary,1.0,12,482697.0,959409.0,18,18.43,542305.0,0.334,850.0,3,1,23.1,4.6,5,Low
1054,Hospitality,Other,Q2,Business Expansion,Masters,6.0,8,1593641.0,1426688.0,24,14.66,1675388.0,0.675,691.0,1,1,43.2,2.9,7,Low
1055,Services,Mombasa,Q4,Working Capital,Primary,5.4,4,1853824.0,2237898.0,60,15.97,,1.077,628.0,1,0,50.2,3.6,7,High
1056,Hospitality,Nairobi,Q3,Equipment Purchase,Bachelors,2.5,7,2194594.0,5071710.0,24,12.35,5257716.0,0.106,587.0,0,1,21.8,4.1,11,Low
1057,Agriculture,Nairobi,Q4,Inventory Financing,Diploma,5.4,5,2764631.0,2199911.0,12,12.92,1762311.0,0.27,564.0,2,3,100.0,4.4,5,Medium
1058,Retail,Kisumu,Q4,Inventory Financing,Secondary,5.0,8,1355476.0,1643684.0,24,11.66,2090633.0,0.441,606.0,3,1,50.0,3.8,4,Low
1059,Agriculture,Other,Q1,Inventory Financing,Masters,4.6,9,2593328.0,1400164.0,12,18.64,,0.407,642.0,2,0,0.0,3.4,5,Medium
1060,Services,Kisumu,Q4,Business Expansion,Primary,4.1,6,802551.0,910410.0,18,16.81,887847.0,0.217,540.0,2,1,74.2,4.9,5,Medium
1061,Services,Nairobi,Q4,Inventory Financing,Secondary,1.2,9,3427201.0,10680174.0,18,12.8,,0.037,517.0,1,1,63.7,4.1,2,Medium
1062,Retail,Other,Q2,Inventory Financing,Secondary,6.8,3,2287770.0,3322900.0,6,14.56,5433975.0,0.527,586.0,2,0,71.0,3.1,7,Low
1063,Technology,Mombasa,Q2,Business Expansion,Diploma,5.5,5,1624912.0,5199043.0,36,12.54,8455352.0,0.271,589.0,2,1,71.8,4.0,9,Low
1064,Manufacturing,Nairobi,Q3,Working Capital,Diploma,2.1,9,3459674.0,3928996.0,24,9.91,,0.791,676.0,1,0,37.8,,6,Medium
1065,Hospitality,Kisumu,Q2,Working Capital,Bachelors,6.4,10,1120419.0,3967687.0,36,18.68,,0.053,704.0,0,0,48.7,3.6,5,Low
1066,Hospitality,Nairobi,Q2,Business Expansion,Bachelors,12.3,9,642506.0,298538.0,18,16.85,137061.0,0.369,720.0,1,0,56.8,2.6,5,Low
1067,Services,Nairobi,Q4,Business Expansion,Primary,1.9,6,2311392.0,5482205.0,60,20.38,6053683.0,0.257,525.0,2,1,62.7,3.0,4,Low
1068,Retail,Nakuru,Q3,Business Expansion,Diploma,6.5,6,1888256.0,3940895.0,24,15.54,6104156.0,0.397,631.0,2,1,39.0,3.5,8,Low
1069,Manufacturing,Nakuru,Q3,Business Expansion,Certificate,0.6,10,1314478.0,738014.0,24,15.51,796729.0,0.258,689.0,2,1,56.6,,7,Low
1070,Manufacturing,Other,Q1,Business Expansion,Diploma,4.6,8,1114769.0,3758397.0,6,14.03,3978601.0,0.412,543.0,1,1,0.0,2.3,3,Low
1071,Agriculture,Nairobi,Q1,Business Expansion,Diploma,11.6,12,2568587.0,5610243.0,24,13.68,7922625.0,0.484,653.0,2,0,55.1,2.5,5,Low
1072,Services,Other,Q4,Equipment Purchase,Secondary,2.0,10,2954812.0,6864610.0,18,14.35,10829246.0,0.064,548.0,3,1,74.5,4.6,8,Low
1073,Agriculture,Eldoret,Q3,Business Expansion,Primary,1.8,8,920807.0,2377323.0,18,13.44,1289771.0,0.283,617.0,4,0,67.3,5.0,5,Medium
1074,Agriculture,Nairobi,Q3,Working Capital,Secondary,6.3,7,717642.0,2206594.0,12,14.74,,0.358,850.0,1,0,88.3,4.0,10,Low
1075,Hospitality,Mombasa,Q2,Equipment Purchase,Certificate,5.9,10,2745057.0,5959382.0,12,16.53,6283899.0,0.54,673.0,1,1,35.4,2.3,7,Low
1076,Technology,Nakuru,Q1,Business Expansion,Secondary,3.2,9,843264.0,1733984.0,18,14.18,1075485.0,0.537,510.0,2,1,60.5,2.6,10,Medium
1077,Hospitality,Nairobi,Q2,Equipment Purchase,Certificate,7.3,6,4098350.0,6762046.0,12,21.06,4139669.0,0.332,596.0,1,1,83.4,1.9,7,Low
1078,Manufacturing,Nairobi,Q2,Working Capital,Diploma,2.7,13,4234052.0,8030529.0,18,14.83,,0.64,663.0,4,1,46.2,3.5,12,High
1079,Hospitality,Other,Q1,Working Capital,Secondary,7.2,11,1239680.0,4316776.0,12,19.16,,0.481,684.0,1,0,50.6,2.9,9,Medium
1080,Technology,Nairobi,Q2,Business Expansion,Bachelors,12.2,11,8611881.0,8483428.0,48,20.95,5360053.0,0.161,581.0,1,1,53.0,3.7,6,Low
1081,Technology,Mombasa,Q3,Working Capital,Certificate,1.9,8,1412161.0,2817681.0,12,14.49,3636252.0,0.532,674.0,1,3,90.2,4.8,4,Low
