store_id,store_format,location_type,delivery_available,store_size_category,store_age_years,store_size_sqm,num_staff,promotions_active,footfall_count,loyalty_program_members,online_order_count,avg_basket_size_kes,local_events_nearby,daily_sales_revenue_kes
509,Convenience,Street,No,Medium,9.8,226.3,4,3,161.0,43,,1058.376546472649,2,107492.0
510,Supermarket,CBD,Yes,Medium,2.3,142.7,4,1,266.0,78,54.255518548809114,942.4365899014879,1,150166.0
511,Supermarket,CBD,No,Small,2.0,140.8,2,2,210.0,67,,945.525961172779,2,138315.0
512,Convenience,Street,Yes,Large,2.7,470.2,11,3,214.0,59,81.35801126442965,1456.021551860462,1,375276.0
513,Supermarket,Residential,No,Large,10.4,479.3,12,0,129.0,38,,856.9989219182468,0,177112.0
514,Kiosk,Residential,Yes,Medium,10.7,202.9,5,2,155.0,40,41.82356750809186,1733.6041497076849,1,135286.0
515,Convenience,Street,No,Large,2.4,197.0,2,2,154.0,37,,1074.7881809148355,1,173852.0
516,Kiosk,Mall,No,Medium,1.9,253.1,6,2,462.0,143,,1724.7023863759146,0,241094.0
517,Hypermarket,Mall,No,Small,4.1,82.2,2,3,112.0,39,,1348.4318125517602,0,308287.0
518,Supermarket,CBD,No,Small,8.1,103.5,1,3,228.0,68,,1051.8211038729348,2,192748.0
519,Hypermarket,Street,Yes,Medium,9.1,215.0,5,3,121.0,52,52.99723888364115,1291.3221905342334,0,157912.0
520,Kiosk,Mall,Yes,Small,3.2,142.1,5,2,132.0,39,48.236499459337296,925.7195408536131,1,98066.0
521,Supermarket,Residential,No,Large,3.8,431.6,9,0,108.0,34,,717.5820449466061,1,121837.0
522,Convenience,Street,Yes,Small,3.3,67.6,3,2,298.0,97,28.11410639488729,1332.957403992567,1,110325.0
523,Supermarket,Mall,No,Medium,6.8,391.1,11,1,156.0,47,,1105.3731310493206,1,131381.0
524,Kiosk,Residential,No,Small,1.8,114.4,2,4,372.0,109,,1218.1019306759724,1,145927.0
525,Supermarket,CBD,No,Small,3.3,79.5,3,0,211.0,57,,,0,114704.0
526,Supermarket,Residential,No,Small,2.7,179.3,3,0,156.0,48,,748.7978289132717,0,73809.0
527,Supermarket,Mall,No,Small,10.2,208.2,5,0,102.0,20,,103.05950703737005,3,69136.0
528,Supermarket,CBD,Yes,Small,4.4,177.8,6,3,190.0,57,42.86378347208462,824.8679928762615,0,93989.0
529,Hypermarket,Mall,Yes,Medium,3.6,86.8,3,0,284.0,84,9.891307573483747,1027.4663239418126,1,239988.0
530,Hypermarket,Mall,Yes,Medium,1.7,351.8,5,2,186.0,67,63.89501384789647,1414.1094664561801,0,344196.0
531,Supermarket,Mall,No,Small,1.9,116.0,5,1,172.0,55,,964.0250192444346,1,100434.0
532,Supermarket,Street,Yes,Medium,3.9,120.6,4,5,47.0,10,85.0267996175503,739.9386714623588,0,116005.0
533,Kiosk,Residential,Yes,Large,3.9,243.5,3,3,437.0,127,18.536740545298127,1386.8890861766702,1,208232.0
534,Convenience,Street,No,Small,3.9,25.0,1,3,265.0,73,,1669.1870970941563,0,146627.0
535,Hypermarket,Residential,No,Small,5.2,155.3,4,3,157.0,50,,962.1879036073177,1,175699.0
536,Supermarket,Mall,No,Medium,1.1,143.0,6,5,49.0,17,,926.8548958671242,0,209129.0
537,Convenience,CBD,No,Medium,7.8,368.4,9,2,234.0,61,,756.1931174810315,0,168688.0
538,Convenience,Street,No,Medium,3.7,304.9,9,2,138.0,39,,800.9764494033876,3,79617.0
539,Supermarket,Residential,No,Large,7.0,477.0,12,2,140.0,38,,369.0510916798844,0,238402.0
540,Kiosk,Residential,No,Medium,10.5,194.5,4,1,58.0,16,,860.361329902446,2,76513.0
541,Hypermarket,Street,Yes,Large,17.3,422.3,7,1,315.0,90,50.87528947397486,774.5838320942597,0,241144.0
542,Supermarket,Street,No,Medium,8.2,325.0,8,2,194.0,53,,795.9086802062534,0,161285.0
543,Kiosk,CBD,No,Small,2.6,88.9,1,0,155.0,44,,592.435618090932,1,54087.0
544,Convenience,Residential,Yes,Large,2.8,367.9,7,4,200.0,58,26.47756827223003,1443.9325898263842,0,255604.0
545,Convenience,Mall,No,Medium,2.5,402.7,8,1,81.0,15,,1364.6450606951853,0,118032.0
546,Kiosk,Mall,No,Small,8.7,160.0,5,5,215.0,44,,634.4657600913249,0,289561.0
547,Supermarket,Mall,No,Medium,9.1,343.0,9,2,18.0,9,,,0,80788.0
548,Hypermarket,Street,Yes,Small,8.6,74.1,5,0,43.0,14,14.499517272230143,1079.4328919125492,1,45580.0
549,Hypermarket,Mall,No,Medium,5.9,192.5,4,2,46.0,13,,1158.563524726817,1,186286.0
550,Supermarket,CBD,No,Small,7.7,98.0,1,1,184.0,47,,640.8934962900163,1,70286.0
551,Convenience,Mall,No,Medium,3.3,143.7,4,2,202.0,62,,100.0,0,141316.0
552,Supermarket,Mall,No,Medium,6.3,298.9,7,4,117.0,37,,,0,267124.0
553,Supermarket,Street,No,Small,15.6,25.0,1,2,145.0,51,,798.4227070706678,1,64759.0
554,Convenience,Residential,No,Small,14.3,99.9,1,0,163.0,33,,1003.2637729562522,0,53916.0
555,Supermarket,Mall,No,Medium,5.2,207.1,7,3,98.0,24,,1105.5611300045675,2,194604.0
556,Kiosk,Residential,No,Small,2.1,92.5,1,1,126.0,46,,863.1335026080358,1,61501.0
557,Supermarket,Mall,Yes,Small,3.1,144.8,3,1,99.0,20,58.35557886199713,453.0476978549304,0,82640.0
558,Convenience,Street,No,Large,15.7,566.1,13,1,58.0,21,,,0,62296.0
559,Supermarket,CBD,No,Medium,10.5,203.2,4,7,351.0,131,,848.9643256263748,1,455784.0
560,Hypermarket,Residential,Yes,Medium,3.2,218.1,7,1,189.0,70,12.095238926845768,409.5632431906995,2,121810.0
561,Supermarket,Street,No,Small,8.4,185.3,4,1,268.0,98,,983.0409114103393,0,88590.0
562,Supermarket,Mall,Yes,Medium,13.7,440.4,9,5,76.0,19,29.306644170188164,899.5992822969527,2,202186.0
563,Hypermarket,Residential,No,Medium,10.7,300.0,7,0,250.0,82,,759.0183230399734,0,126129.0
564,Convenience,Mall,No,Medium,7.6,393.2,10,0,78.0,25,,1104.7675849979364,0,152786.0
565,Convenience,Residential,No,Large,4.9,546.6,13,1,43.0,13,,645.4444540245233,0,98444.0
566,Convenience,CBD,No,Medium,0.7,174.8,4,1,133.0,47,,860.1057926994608,1,120476.0
567,Convenience,Street,Yes,Medium,4.8,249.4,3,4,14.0,4,22.32855759241606,1514.1397531049265,1,30589.0
568,Convenience,Residential,No,Medium,0.7,285.3,7,2,158.0,41,,1118.7638012228076,0,131628.0
569,Hypermarket,CBD,No,Medium,5.0,221.5,2,1,261.0,70,,806.6972456240499,1,245034.0
570,Kiosk,Residential,Yes,Small,4.5,113.4,1,0,111.0,29,13.120222097904275,846.1591703402823,1,29196.0
571,Convenience,Residential,No,Small,5.9,80.4,1,1,385.0,103,,933.1783046926525,0,68425.0
572,Supermarket,Residential,No,Large,3.9,452.2,14,1,147.0,42,,1034.4366032348391,0,214542.0
573,Convenience,Street,No,Small,3.3,115.0,2,3,350.0,89,,445.0279667924937,0,105660.0
574,Convenience,Mall,Yes,Medium,5.4,154.6,5,1,176.0,48,20.39006655181052,1031.569037278515,0,152619.0
575,Supermarket,Mall,Yes,Medium,15.6,210.7,4,2,190.0,61,32.525267591754556,823.0897974787085,1,184486.0
576,Kiosk,CBD,No,Small,8.4,75.3,4,2,150.0,44,,640.567833616864,0,72056.0
577,Kiosk,Street,No,Medium,1.2,270.6,2,2,160.0,34,,513.254072166574,1,63384.0
578,Convenience,Mall,No,Small,5.9,96.8,4,0,206.0,71,,1716.349585843981,2,110516.0
579,Convenience,Mall,No,Small,2.9,79.6,1,0,480.0,141,,567.2174530464201,0,81548.0
580,Supermarket,Street,No,Small,7.0,117.2,2,0,79.0,24,,583.4944383823633,0,45771.0
581,Convenience,Residential,No,Medium,4.0,313.6,7,3,153.0,51,,,0,246315.0
582,Supermarket,Residential,No,Small,4.6,96.6,1,3,442.0,122,,1180.0513492138502,0,159233.0
583,Hypermarket,Mall,Yes,Medium,5.8,109.0,1,0,319.0,103,48.114213027585244,501.95810388846314,0,93101.0
584,Hypermarket,Residential,No,Medium,3.9,294.1,5,0,379.0,105,,896.7517763442252,0,162335.0
585,Supermarket,Street,Yes,Large,12.3,536.3,11,0,160.0,61,56.90437606604957,1234.8425190698113,0,158734.0
586,Supermarket,Street,Yes,Medium,2.9,323.0,7,0,145.0,35,16.664417310066167,649.1772564295686,2,92082.0
587,Convenience,Street,No,Medium,13.3,241.8,7,2,153.0,45,,1305.1348969146022,2,125608.0
588,Supermarket,Mall,Yes,Medium,6.2,293.0,6,1,129.0,35,5.259715992720857,734.2751036556399,0,158913.0
589,Supermarket,Residential,No,Medium,10.2,112.2,3,0,209.0,44,,874.1353031603335,0,107670.0
590,Kiosk,Residential,No,Large,3.1,556.1,12,4,170.0,49,,773.4823360978395,2,194839.0
591,Convenience,Residential,No,Small,6.6,178.9,4,3,162.0,51,,1606.381323311965,0,84684.0
592,Convenience,Street,No,Large,10.1,351.8,8,1,184.0,63,,1190.917496259033,1,138830.0
593,Supermarket,Residential,No,Medium,4.5,317.7,7,1,202.0,54,,638.4152836948124,0,141231.0
594,Kiosk,Residential,Yes,Medium,4.9,305.3,8,2,134.0,41,11.195578547898833,1360.8512700549732,0,111309.0
595,Convenience,Street,No,Small,0.3,166.5,1,4,220.0,79,,933.9527468912596,1,105668.0
596,Kiosk,CBD,No,Small,5.7,143.7,3,2,61.0,21,,,0,47677.0
597,Kiosk,Residential,No,Large,7.5,40.4,1,1,112.0,27,,1212.1105895483388,0,72254.0
598,Convenience,CBD,Yes,Small,0.6,116.8,3,2,51.0,10,63.925134526556484,1218.0629053745765,0,57820.0
599,Supermarket,Mall,No,Medium,3.6,191.4,3,0,103.0,35,,1131.6922377201024,1,117368.0
600,Supermarket,Mall,No,Medium,7.7,348.0,10,1,79.0,24,,325.34635067962734,1,124658.0
601,Supermarket,CBD,No,Large,7.0,374.6,9,1,68.0,16,,853.2722104857019,1,141841.0
602,Supermarket,Mall,Yes,Medium,8.7,285.7,6,1,462.0,151,32.58028544792783,1073.681458932637,2,273500.0
603,Supermarket,Street,Yes,Large,3.6,340.9,6,1,258.0,75,47.53767586779368,962.4673141953227,2,273438.0
604,Convenience,Residential,No,Medium,2.3,182.0,4,1,340.0,103,,1074.8224163922955,0,146101.0
605,Supermarket,Residential,Yes,Large,2.7,531.3,14,0,327.0,98,68.6619973702423,1193.8143905718118,1,254280.0
606,Convenience,Street,No,Large,3.2,274.2,3,1,168.0,54,,415.82281988957664,2,87797.0
607,Kiosk,Mall,Yes,Medium,6.8,270.4,7,1,301.0,94,25.137642530637795,,1,121938.0
608,Supermarket,Mall,Yes,Small,1.5,62.6,2,0,169.0,54,21.90916822241271,357.9132849232782,0,155232.0
609,Convenience,Residential,No,Medium,5.4,273.8,5,2,222.0,69,,360.8994567956763,1,83919.0
610,Supermarket,Residential,No,Large,7.9,426.8,7,2,105.0,38,,691.4631148024987,1,159963.0
611,Convenience,Residential,Yes,Large,5.5,370.3,8,1,130.0,35,11.097778196543125,1113.2122185595897,2,128795.0
612,Supermarket,Mall,No,Large,3.8,369.8,9,1,240.0,67,,584.2236834556427,1,174962.0
613,Supermarket,Mall,Yes,Small,8.1,172.1,3,2,472.0,146,10.218826607870144,1185.071524878748,0,184487.0
614,Convenience,Street,No,Medium,1.3,400.8,6,2,139.0,34,,1866.5847544642165,0,101951.0
615,Supermarket,CBD,Yes,Medium,3.1,304.6,6,0,220.0,65,17.77968360351161,1059.3075624383414,0,112390.0
616,Convenience,Residential,Yes,Small,2.2,122.4,2,1,139.0,36,54.035492397249286,587.8817205813735,1,55123.0
617,Kiosk,Street,No,Large,4.8,471.1,11,1,201.0,72,,,0,107978.0
618,Hypermarket,Street,Yes,Medium,12.4,211.6,4,0,77.0,20,100.47597930877689,1006.748998949235,1,121141.0
619,Convenience,CBD,No,Medium,0.7,289.2,7,2,49.0,9,,1041.831465492465,0,312100.0
620,Supermarket,Residential,No,Small,18.0,125.2,1,2,172.0,60,,219.54824987544328,2,41940.0
621,Hypermarket,Residential,No,Large,4.6,264.6,9,2,49.0,10,,350.7014982053455,0,139356.0
622,Convenience,CBD,No,Medium,4.3,235.9,7,1,155.0,49,,1079.0995263994673,0,139660.0
623,Kiosk,CBD,Yes,Medium,8.8,357.1,9,2,293.0,95,6.3674568674147025,1567.1289061125688,0,110000.0
624,Convenience,Residential,No,Medium,5.5,137.8,2,1,120.0,53,,1114.407738619752,1,69492.0
625,Supermarket,CBD,No,Medium,13.9,337.6,7,2,505.0,122,,877.8356204447484,1,295926.0
626,Supermarket,Residential,Yes,Medium,6.6,199.9,4,1,257.0,75,11.073823661973933,1044.4808270752824,0,198101.0
627,Kiosk,Mall,Yes,Large,7.0,476.0,11,2,367.0,139,22.45402320889855,,0,169071.0
628,Convenience,CBD,No,Large,12.5,397.6,8,2,137.0,40,,,0,119632.0
629,Supermarket,Mall,Yes,Large,2.3,298.2,8,1,21.0,4,40.90866888021106,991.4460817447138,0,100752.0
630,Hypermarket,Mall,Yes,Medium,4.7,218.4,5,1,205.0,67,10.150785000793798,698.8138280209994,0,220944.0
631,Supermarket,Mall,No,Small,0.2,72.7,1,0,228.0,59,,1113.6326272675985,2,92113.0
632,Supermarket,Mall,No,Small,8.0,25.0,1,1,114.0,32,,1237.3435229461315,1,86687.0
633,Supermarket,Street,Yes,Small,3.6,135.1,2,2,257.0,91,29.1454727134158,1331.8753461410492,2,110154.0
634,Supermarket,CBD,No,Small,3.3,117.3,2,0,208.0,71,,800.1460948408767,1,87772.0
635,Supermarket,Residential,No,Small,4.4,79.3,2,3,180.0,56,,982.8427126503406,0,74254.0
636,Supermarket,Mall,No,Medium,2.5,222.4,6,0,73.0,22,,312.8754686572312,1,78464.0
637,Kiosk,CBD,No,Small,6.2,119.8,2,0,98.0,20,,216.19882706934504,0,41623.0
638,Supermarket,Street,Yes,Medium,4.5,276.6,4,1,192.0,62,14.099264137460768,533.4112794058422,0,133049.0
639,Supermarket,CBD,No,Medium,0.7,199.0,7,0,30.0,5,,,1,73613.0
640,Kiosk,Mall,Yes,Medium,4.8,192.3,5,0,169.0,47,33.11527439653363,567.5009217980944,1,136961.0
641,Supermarket,CBD,Yes,Small,1.9,143.0,5,1,370.0,101,57.93062217757469,1344.739623763912,0,141369.0
642,Kiosk,Residential,No,Large,4.5,160.2,5,4,106.0,26,,1325.1734927399173,1,194373.0
643,Kiosk,Residential,Yes,Medium,6.7,144.1,5,1,228.0,72,16.476339754869407,1705.0474958470238,0,149628.0
644,Hypermarket,Street,Yes,Small,0.7,86.2,3,1,116.0,32,18.067555084015623,,0,72439.0
645,Convenience,Residential,Yes,Small,2.2,109.2,3,3,307.0,83,54.234671762684556,,2,93294.0
646,Convenience,CBD,Yes,Large,11.8,251.8,3,0,199.0,62,54.965570425682465,1159.474487650444,0,176722.0
647,Kiosk,CBD,Yes,Medium,5.3,252.8,5,1,66.0,20,53.45459455773675,631.5589555406332,2,80898.0
648,Convenience,Residential,No,Medium,0.9,176.5,4,3,110.0,26,,892.0701125381704,1,93208.0
649,Supermarket,Street,No,Small,2.6,99.2,2,3,226.0,59,,798.4173265280698,0,138185.0
650,Hypermarket,Mall,Yes,Medium,1.3,157.4,6,1,148.0,43,48.67507943852621,851.9468892911525,1,144569.0
651,Supermarket,Mall,Yes,Small,13.4,73.5,1,1,445.0,145,21.35225433512448,592.8429334639196,0,85260.0
652,Hypermarket,CBD,Yes,Small,7.1,167.2,4,2,227.0,61,31.65115636961482,927.6494192244604,0,153084.0
653,Hypermarket,CBD,No,Medium,1.1,310.9,7,0,342.0,101,,951.2234721969601,1,226178.0
654,Hypermarket,Residential,No,Large,0.9,102.3,2,3,108.0,31,,839.7374627934116,0,166579.0
655,Kiosk,Mall,No,Medium,4.6,344.3,6,5,76.0,25,,1056.8489392911183,0,134406.0
656,Kiosk,Residential,No,Medium,9.7,163.8,2,3,479.0,155,,1029.0307082234601,0,186149.0
657,Hypermarket,Street,No,Small,1.4,111.8,3,2,159.0,34,,861.2138095510409,0,106299.0
658,Kiosk,Residential,No,Small,5.4,167.7,3,0,243.0,84,,1006.7792051961018,0,63895.0
659,Convenience,Street,No,Large,0.8,273.5,4,3,300.0,69,,1336.1699913843042,1,223062.0
660,Convenience,Mall,No,Medium,2.9,225.7,8,5,239.0,67,,1487.4330684041379,0,435844.0
661,Supermarket,Residential,No,Medium,2.1,217.4,6,2,249.0,69,,1111.922464173163,0,132609.0
662,Convenience,Street,Yes,Large,6.4,406.5,7,0,98.0,30,12.585789731841501,362.45470128647753,0,57181.0
663,Convenience,Street,Yes,Small,5.9,75.4,2,3,206.0,71,6.909220990554689,965.1921715490557,2,47946.0
664,Convenience,Mall,No,Large,9.7,436.0,10,2,150.0,51,,1375.9784753898248,1,214290.0
665,Hypermarket,Residential,No,Medium,8.2,185.5,3,2,287.0,79,,773.8163988191538,0,156545.0
666,Supermarket,Street,No,Small,7.7,97.2,2,0,205.0,50,,267.0468427762369,0,70046.0
667,Hypermarket,CBD,No,Large,6.8,375.6,8,1,81.0,28,,1189.371419619035,1,170401.0
668,Supermarket,Street,Yes,Small,5.2,137.7,2,1,344.0,110,11.155522070214545,,0,115688.0
669,Supermarket,Residential,No,Medium,2.4,309.2,7,0,188.0,44,,404.7952320480134,2,108600.0
670,Convenience,Street,Yes,Medium,4.0,244.5,4,2,212.0,78,22.77243463206857,529.1467692519154,0,156083.0
671,Supermarket,Mall,Yes,Medium,11.7,295.7,7,3,129.0,31,20.329998347090395,960.1893559804753,0,175720.0
672,Convenience,Mall,No,Medium,2.1,196.9,5,0,175.0,67,,799.2373357150148,1,168560.0
673,Supermarket,Mall,No,Small,8.5,123.5,4,1,137.0,44,,526.5309508132817,1,127572.0
674,Supermarket,Street,No,Small,7.7,199.4,4,1,476.0,137,,806.9358408112855,1,99647.0
675,Convenience,Street,No,Small,9.7,165.0,3,2,223.0,60,,720.9112938709288,0,105092.0
676,Supermarket,CBD,Yes,Medium,6.5,417.8,9,0,162.0,59,13.87855108627954,1430.3245978604195,0,88685.0
677,Hypermarket,Mall,No,Medium,1.2,215.9,4,0,441.0,121,,611.8562749665655,1,216162.0
678,Convenience,Street,No,Large,1.2,287.6,8,3,226.0,63,,653.3977616537982,1,131779.0
679,Kiosk,Mall,Yes,Large,0.6,295.8,5,1,135.0,31,18.064333103888227,1210.985047177091,0,136936.0
680,Supermarket,CBD,Yes,Small,1.3,143.5,1,2,305.0,72,17.047129767508903,1198.6010512708995,1,129077.0
681,Convenience,Street,No,Large,2.2,412.8,9,0,261.0,78,,793.7992646929507,3,167247.0
682,Hypermarket,Mall,Yes,Medium,9.3,271.0,8,1,416.0,143,18.08170507032513,884.1850325582423,0,323941.0
683,Convenience,Mall,No,Large,16.0,344.3,8,2,129.0,37,,1124.0455046435827,0,158764.0
684,Supermarket,Mall,No,Small,6.9,150.5,5,3,379.0,116,,536.9884342580906,0,148207.0
685,Convenience,Street,No,Large,10.5,449.7,9,1,57.0,11,,1090.1419113478578,0,123673.0
686,Supermarket,Residential,Yes,Medium,3.5,339.2,9,4,42.0,10,13.25775956148558,1027.686273480377,1,161196.0
687,Hypermarket,Street,No,Small,7.2,208.2,4,1,92.0,30,,1284.229554277837,1,65688.0
688,Supermarket,Residential,Yes,Small,6.2,34.8,1,1,67.0,7,52.04912729469697,1032.7591634022083,0,49363.0
689,Supermarket,Residential,No,Large,2.7,245.4,6,1,209.0,75,,1264.3416720799157,0,251207.0
690,Convenience,Street,No,Large,1.7,428.5,10,2,232.0,76,,1285.3564956929697,0,205323.0
691,Convenience,CBD,No,Medium,2.4,354.7,6,1,148.0,56,,1243.4926436709056,0,106485.0
692,Hypermarket,CBD,No,Small,2.4,127.9,4,0,162.0,49,,487.63063974165124,0,112693.0
693,Convenience,Residential,Yes,Large,2.5,370.5,8,2,108.0,31,40.72189129488754,893.8426602988382,0,135435.0
694,Hypermarket,CBD,Yes,Small,4.4,137.3,2,1,129.0,44,50.05394091697142,987.2764621467153,2,138188.0
695,Hypermarket,Residential,No,Small,6.3,125.9,4,1,118.0,41,,1278.5153595971913,0,119094.0
696,Kiosk,Residential,No,Large,8.1,429.9,12,3,226.0,71,,913.71363833599,0,136487.0
697,Hypermarket,Residential,Yes,Small,11.8,87.1,2,1,194.0,46,15.383171667315791,987.3039577593381,0,108043.0
698,Supermarket,Mall,Yes,Small,0.4,117.1,2,2,199.0,63,43.729870981335516,792.1484506732382,0,84752.0
699,Convenience,Residential,Yes,Small,3.3,71.1,6,0,324.0,83,15.829810745253393,941.0414244750923,0,58284.0
700,Kiosk,CBD,No,Small,14.6,119.3,4,2,217.0,68,,1037.90899990623,2,73855.0
701,Supermarket,Mall,Yes,Small,4.1,117.7,5,0,153.0,56,10.116487675794858,977.9217107560606,1,136034.0
702,Convenience,CBD,No,Small,11.4,135.0,2,1,116.0,23,,816.660866837679,0,32161.0
703,Supermarket,Street,Yes,Small,15.1,135.8,1,1,202.0,59,26.949969166007122,649.449950472077,1,51475.0
704,Convenience,CBD,No,Small,8.1,130.8,5,2,197.0,59,,695.1596087998327,1,110191.0
705,Supermarket,Mall,No,Small,3.3,126.2,1,1,187.0,49,,1521.1836125001346,1,202799.0
706,Supermarket,Mall,No,Medium,1.5,229.6,4,0,121.0,41,,1014.7223492965462,0,152009.0
707,Supermarket,Residential,No,Medium,4.5,339.1,8,3,56.0,20,,1058.4570104026777,0,175034.0
708,Convenience,Street,No,Medium,1.1,305.6,8,1,64.0,16,,868.0149333263487,1,53260.0
709,Convenience,Residential,Yes,Large,2.8,299.7,9,1,110.0,35,31.271225325066837,628.9516117454991,1,124505.0
710,Convenience,Street,No,Medium,4.0,281.2,5,2,151.0,45,,486.22340857266147,0,67444.0
711,Convenience,CBD,No,Medium,13.0,244.3,3,2,128.0,41,,580.551329760407,1,82708.0
712,Supermarket,Street,No,Medium,0.9,187.4,2,3,218.0,65,,902.6237935016295,0,228160.0
713,Convenience,Residential,No,Small,5.2,123.5,1,0,93.0,28,,340.76071942246256,0,54095.0
714,Convenience,Street,Yes,Medium,5.4,353.7,6,1,267.0,72,6.052020985498436,,0,128998.0
715,Convenience,CBD,Yes,Small,4.7,187.4,3,5,153.0,50,26.167526322774243,983.6566135243962,0,111973.0
716,Kiosk,CBD,No,Medium,16.7,219.8,2,2,92.0,28,,1110.8351709322187,0,78039.0
717,Convenience,CBD,No,Small,2.1,147.4,5,1,335.0,93,,310.2511433154667,1,128218.0
718,Hypermarket,CBD,No,Medium,6.5,173.7,2,0,72.0,25,,817.8785115042076,0,102504.0
719,Convenience,Mall,No,Small,10.3,54.9,1,0,56.0,14,,1514.2339116958647,0,68261.0
720,Convenience,Residential,No,Medium,9.9,394.8,8,2,209.0,50,,1609.8300602828372,0,200752.0
721,Convenience,Residential,No,Large,7.5,292.9,3,2,189.0,58,,824.5262256816253,1,151790.0
722,Supermarket,Residential,No,Small,5.5,163.9,1,2,127.0,29,,751.2052702144529,0,79877.0
723,Kiosk,Mall,No,Medium,6.1,309.5,9,4,168.0,46,,1174.5615968442637,0,259638.0
724,Kiosk,Street,No,Medium,7.3,266.4,6,4,116.0,42,,1180.3677520612237,1,117113.0
725,Hypermarket,CBD,No,Small,6.4,149.0,4,1,79.0,31,,1230.2448548278435,1,148680.0
726,Convenience,Street,No,Medium,4.8,247.6,5,0,96.0,26,,,2,64086.0
727,Convenience,Mall,No,Medium,3.8,230.5,5,1,192.0,56,,2079.311270529605,1,181508.0
728,Supermarket,Residential,No,Medium,3.6,323.7,7,5,181.0,50,,824.7426119908025,0,301878.0
729,Convenience,Residential,Yes,Large,5.2,511.3,11,1,426.0,126,58.698388099784076,891.172316351688,0,265822.0
730,Hypermarket,Mall,Yes,Small,2.4,77.0,2,1,331.0,75,60.97543202042569,743.7089660792379,0,139305.0
731,Convenience,CBD,Yes,Small,7.0,26.5,2,4,106.0,36,7.644369474830518,1579.9161484246865,2,99351.0
732,Convenience,CBD,No,Large,1.2,336.2,7,0,276.0,89,,1150.9016687777175,0,245321.0
733,Hypermarket,Street,Yes,Medium,9.4,373.7,8,3,67.0,22,32.88413733426192,785.4185132766245,1,117253.0
734,Supermarket,Residential,Yes,Small,6.1,96.2,1,2,166.0,62,27.456756835872383,1056.5149990676214,1,121390.0
735,Supermarket,Street,No,Large,4.4,257.6,6,1,237.0,84,,1220.1465094957098,0,158311.0
736,Convenience,Residential,No,Small,9.8,48.4,4,3,45.0,9,,895.3639583948205,0,53850.0
737,Hypermarket,Mall,Yes,Medium,0.5,211.5,4,0,144.0,61,19.089050213989978,423.8666066873908,2,145281.0
738,Convenience,CBD,No,Medium,6.4,186.0,7,0,127.0,41,,938.422398346125,1,134620.0
739,Convenience,Mall,No,Small,1.8,127.2,2,3,131.0,35,,1445.9111018661954,1,99597.0
740,Supermarket,Street,No,Small,6.4,176.0,4,0,302.0,84,,600.0811258541523,1,110437.0
741,Kiosk,Mall,No,Large,0.3,485.1,10,3,143.0,42,,757.9611833699263,0,254809.0
742,Hypermarket,Street,No,Medium,6.1,294.5,9,4,170.0,50,,1358.3411537597276,0,217220.0
743,Hypermarket,Street,Yes,Small,6.8,158.0,3,1,33.0,14,35.27557899759658,916.6475079739973,0,43089.0
744,Supermarket,Street,Yes,Small,24.9,136.6,3,2,78.0,25,15.819143643699249,936.9781021425022,1,38236.0
745,Convenience,Residential,No,Small,8.9,107.6,4,1,77.0,20,,1417.7107024782522,1,76203.0
746,Kiosk,Residential,No,Large,4.2,391.6,9,1,171.0,50,,1017.5317904662138,1,118054.0
747,Kiosk,Street,No,Large,3.2,251.6,4,3,98.0,31,,1011.9199083192419,0,118498.0
748,Convenience,Residential,Yes,Large,6.5,393.3,7,1,197.0,70,7.031369381563551,739.7733532436995,3,107414.0
749,Supermarket,Mall,No,Small,2.8,80.8,1,0,150.0,34,,1734.4004770354873,0,186305.0
750,Supermarket,CBD,No,Small,12.0,76.4,1,1,97.0,24,,890.3373767705915,0,50400.0
751,Kiosk,CBD,Yes,Medium,3.2,133.3,3,1,74.0,22,21.487898784434957,750.3160660909999,0,67028.0
752,Hypermarket,Residential,No,Medium,4.4,122.1,4,1,139.0,53,,738.7804766778689,0,90591.0
753,Supermarket,Street,Yes,Small,2.6,127.6,2,0,69.0,26,61.01832934321581,1414.4628026165747,1,45074.0
754,Supermarket,Residential,No,Small,1.3,223.8,2,1,189.0,59,,723.90235083553,0,92260.0
755,Convenience,CBD,Yes,Small,4.7,81.0,1,1,193.0,68,26.92009270011062,717.4183674738448,1,91962.0
756,Supermarket,Mall,Yes,Small,2.5,94.2,5,1,77.0,24,13.647074937907513,370.8642842180873,0,63317.0
757,Convenience,Residential,No,Small,3.5,137.0,4,3,57.0,13,,1402.6981433513815,1,82490.0
758,Hypermarket,Street,No,Small,4.4,168.9,2,2,77.0,22,,347.84693142254685,2,58972.0
759,Kiosk,Residential,Yes,Medium,5.6,194.4,2,1,156.0,55,50.40987830701905,1433.7966406943729,1,95266.0
760,Convenience,Residential,No,Medium,4.3,230.5,6,0,303.0,88,,1413.0965374446666,1,121472.0
761,Supermarket,Street,No,Large,5.8,333.2,7,0,169.0,62,,611.868401523381,1,154363.0
762,Supermarket,Mall,No,Small,4.8,114.0,3,1,157.0,42,,864.1578169510608,0,78091.0
763,Convenience,Street,No,Small,11.6,131.0,3,2,17.0,7,,991.8170916402469,1,47556.0
764,Supermarket,Mall,Yes,Large,6.2,227.2,3,2,173.0,47,36.49702938404837,809.6669525800393,0,265427.0
765,Convenience,Street,Yes,Medium,2.4,194.2,4,2,252.0,66,58.31492919257361,968.2287497462432,0,101039.0
