property_id,property_type,neighborhood,furnishing_status,property_age_years,size_sqm,num_bedrooms,num_bathrooms,distance_to_cbd_km,service_charge_kes,garage_size_sqm,security_rating,amenities_score,nearby_schools_count,monthly_rent_kes
473,Maisonette,South B,Semi-Furnished,10.7,39.0,1,1,5.4,8681.0,5.7,5.0,80.3,1,33771.0
474,Bungalow,South B,Unfurnished,20.8,145.1,5,4,8.5,26842.0,22.4,4.0,48.8,1,164165.0
475,Bungalow,Ruaka,Semi-Furnished,8.2,44.6,1,1,7.3,8292.0,20.5,3.0,52.7,2,39402.0
476,Maisonette,Ngong Road,Unfurnished,8.5,22.0,2,2,3.9,6511.0,22.7,5.0,19.6,4,38710.0
477,Apartment,Westlands,Semi-Furnished,7.3,74.2,3,3,0.8,15330.0,,3.0,58.3,1,54524.0
478,Apartment,South B,Unfurnished,3.7,47.6,3,3,4.7,4704.0,,3.0,29.1,4,45931.0
479,Bungalow,Ruaka,Unfurnished,8.8,168.2,6,5,2.3,35569.0,12.1,3.0,86.6,4,444762.0
480,Studio,Ruaka,Unfurnished,11.4,115.7,4,3,5.7,23427.0,,4.0,42.7,1,88735.0
481,Townhouse,Westlands,Semi-Furnished,9.6,102.5,2,3,13.2,14602.0,14.4,4.0,45.9,0,80924.0
482,Apartment,Westlands,Fully Furnished,31.5,76.2,2,1,9.0,9104.0,,5.0,78.7,2,34553.0
483,Apartment,Kilimani,Unfurnished,4.7,116.6,4,3,5.1,18942.0,,3.0,58.3,1,97137.0
484,Apartment,Karen,Unfurnished,9.3,55.3,1,1,9.7,8292.0,,3.0,81.1,1,260223.0
485,Apartment,South B,Semi-Furnished,4.5,78.4,2,1,0.8,10298.0,,4.0,29.2,1,57005.0
486,Studio,Ruaka,Semi-Furnished,13.3,83.9,2,1,14.9,11421.0,,3.0,73.6,4,44184.0
487,Apartment,Ngong Road,Unfurnished,2.9,111.9,3,2,5.7,22390.0,,5.0,59.9,0,63581.0
488,Bungalow,Kilimani,Semi-Furnished,2.2,80.5,2,3,5.8,18239.0,19.0,4.0,61.5,1,88192.0
489,Apartment,Karen,Unfurnished,6.1,67.1,2,3,9.8,13428.0,,3.0,56.3,1,46138.0
490,Apartment,Kilimani,Fully Furnished,1.5,65.0,2,3,8.8,11337.0,,4.0,69.1,2,52366.0
491,Townhouse,Ngong Road,Fully Furnished,10.4,118.1,3,2,9.8,26975.0,15.7,4.0,50.6,1,120592.0
492,Townhouse,Westlands,Unfurnished,3.6,65.7,2,2,10.1,10085.0,18.6,2.0,72.1,0,51194.0
493,Bungalow,Westlands,Semi-Furnished,3.8,96.4,3,2,3.2,12547.0,8.6,4.0,64.8,0,86248.0
494,Apartment,South B,Unfurnished,7.8,92.2,3,3,8.4,13938.0,,3.0,45.1,4,49196.0
495,Studio,Ngong Road,Unfurnished,8.5,22.0,1,2,16.4,2502.0,,1.0,82.0,1,12684.0
496,Bungalow,Ngong Road,Semi-Furnished,4.4,107.6,3,3,9.4,22103.0,18.0,4.0,13.3,1,54795.0
497,Studio,Karen,Unfurnished,8.4,96.4,3,2,6.4,15804.0,,3.0,35.6,3,46049.0
498,Apartment,Westlands,Unfurnished,5.3,69.5,3,3,6.1,15418.0,,5.0,38.2,1,96761.0
499,Apartment,Ngong Road,Unfurnished,13.2,105.4,2,2,2.0,25658.0,,4.0,51.8,3,68760.0
500,Townhouse,Ruaka,Fully Furnished,4.2,78.2,2,2,14.0,11949.0,18.5,3.0,40.0,2,37957.0
501,Apartment,Ngong Road,Fully Furnished,4.0,85.0,2,2,13.3,15262.0,,5.0,67.3,1,44506.0
502,Apartment,Kilimani,Fully Furnished,7.0,101.0,3,2,13.6,20644.0,,3.0,86.3,2,135820.0
503,Bungalow,Ngong Road,Unfurnished,9.7,81.7,2,2,8.7,17567.0,8.1,3.0,34.7,2,48715.0
504,Maisonette,Ngong Road,Semi-Furnished,8.6,44.3,0,1,15.2,7565.0,10.2,4.0,46.6,3,24016.0
505,Bungalow,Ngong Road,Semi-Furnished,8.2,88.6,4,4,5.5,9052.0,12.4,2.0,57.5,2,137284.0
506,Townhouse,Westlands,Unfurnished,4.5,111.8,5,3,10.4,18444.0,16.6,3.0,57.7,3,155629.0
507,Studio,Karen,Unfurnished,10.8,143.4,6,4,12.7,26936.0,,3.0,45.0,2,257744.0
508,Bungalow,South B,Unfurnished,4.4,107.4,3,2,22.0,17782.0,8.8,2.0,60.6,2,41577.0
509,Studio,Westlands,Unfurnished,1.4,121.7,3,2,11.7,24224.0,,4.0,35.9,1,56239.0
510,Maisonette,South B,Unfurnished,2.4,53.1,2,3,37.5,11287.0,14.9,5.0,45.2,4,34112.0
511,Apartment,Ngong Road,Fully Furnished,6.9,103.2,3,3,4.4,15617.0,,3.0,65.9,4,106652.0
512,Apartment,Ruaka,Fully Furnished,5.8,46.9,2,2,24.6,6902.0,,2.0,37.3,7,38395.0
513,Apartment,Ruaka,Unfurnished,6.7,125.7,4,4,15.7,25526.0,,4.0,17.8,6,97912.0
514,Apartment,Westlands,Unfurnished,14.4,81.5,3,3,9.4,10955.0,,5.0,86.8,5,136630.0
515,Studio,Westlands,Semi-Furnished,9.8,85.2,1,2,1.9,17154.0,,4.0,54.5,3,49879.0
516,Maisonette,Westlands,Unfurnished,5.5,39.8,2,2,7.5,5529.0,18.1,3.0,77.8,1,60397.0
517,Apartment,Westlands,Unfurnished,2.8,116.6,3,3,14.9,21567.0,,3.0,9.6,3,90549.0
518,Townhouse,South B,Unfurnished,10.2,22.0,1,1,4.8,5799.0,15.0,3.0,69.9,2,28719.0
519,Apartment,South B,Semi-Furnished,14.1,128.4,4,2,1.6,20865.0,,3.0,72.5,2,117725.0
520,Townhouse,Westlands,Semi-Furnished,8.9,87.5,2,2,6.6,18298.0,10.9,2.0,96.1,1,81020.0
521,Apartment,Karen,Semi-Furnished,4.7,101.2,3,2,2.0,26564.0,,4.0,43.0,1,81516.0
522,Studio,Ngong Road,Unfurnished,0.8,141.8,4,3,9.7,23780.0,,3.0,48.6,3,97615.0
523,Apartment,Karen,Fully Furnished,3.2,60.5,2,2,6.2,11023.0,,2.0,17.1,3,59235.0
524,Apartment,Karen,Semi-Furnished,3.3,131.0,4,4,11.3,22459.0,,4.0,50.7,1,154475.0
525,Maisonette,Ngong Road,Semi-Furnished,9.6,79.9,3,3,4.4,13854.0,6.4,4.0,78.7,5,120012.0
526,Bungalow,South B,Semi-Furnished,2.1,98.2,2,1,7.0,17026.0,2.0,4.0,47.7,1,41813.0
527,Townhouse,Karen,Unfurnished,5.2,101.4,3,2,6.2,19653.0,28.2,4.0,92.1,2,126583.0
528,Studio,South B,Semi-Furnished,1.8,145.1,4,3,2.4,21176.0,,2.0,61.7,3,89901.0
529,Apartment,Westlands,Unfurnished,9.6,22.0,1,1,1.0,5271.0,,3.0,66.4,1,22360.0
530,Apartment,Kilimani,Semi-Furnished,0.8,64.5,3,3,7.1,9606.0,,4.0,59.9,0,70852.0
531,Studio,Westlands,Fully Furnished,2.0,75.2,2,2,3.7,17320.0,,1.0,77.1,3,67062.0
532,Townhouse,Ngong Road,Semi-Furnished,14.2,60.0,2,1,6.0,11429.0,17.5,4.0,56.0,2,70279.0
533,Townhouse,Kilimani,Unfurnished,0.9,92.4,3,3,7.3,19716.0,17.8,4.0,65.1,3,174001.0
534,Maisonette,South B,Semi-Furnished,10.1,63.6,3,2,9.2,10647.0,19.4,3.0,45.6,4,71559.0
535,Apartment,Karen,Semi-Furnished,3.6,87.0,3,3,8.3,21315.0,,3.0,98.2,1,103724.0
536,Apartment,Westlands,Unfurnished,18.5,48.6,1,1,5.8,7487.0,,3.0,73.1,0,25195.0
537,Bungalow,Westlands,Unfurnished,12.1,39.7,1,2,12.4,5541.0,17.2,5.0,29.3,2,34943.0
538,Bungalow,Ngong Road,Semi-Furnished,5.4,47.4,1,1,4.3,12607.0,15.2,2.0,10.8,1,25005.0
539,Townhouse,Ngong Road,Fully Furnished,5.2,92.3,3,3,15.0,16273.0,11.8,3.0,44.2,1,116213.0
540,Studio,Ruaka,Unfurnished,2.0,85.0,3,3,6.4,12739.0,,5.0,69.6,1,55767.0
541,Apartment,South B,Unfurnished,18.3,114.5,4,3,7.1,22340.0,,4.0,51.3,3,100277.0
542,Apartment,Ngong Road,Fully Furnished,11.4,94.9,3,3,12.7,16074.0,,3.0,52.1,6,127950.0
543,Maisonette,Karen,Unfurnished,8.3,86.4,2,2,2.9,16212.0,12.8,3.0,26.3,1,52187.0
544,Townhouse,Westlands,Semi-Furnished,2.2,94.4,4,3,28.2,22314.0,28.6,5.0,34.5,4,131840.0
545,Maisonette,Westlands,Fully Furnished,6.7,159.7,6,3,9.8,33902.0,17.7,5.0,44.4,2,325210.0
546,Apartment,Kilimani,Fully Furnished,11.3,113.5,3,3,8.7,27822.0,,2.0,79.6,3,189790.0
547,Bungalow,Ruaka,Semi-Furnished,7.6,123.5,4,3,10.7,19183.0,17.7,2.0,69.6,1,135450.0
548,Townhouse,Kilimani,Unfurnished,8.9,86.6,3,3,14.8,13973.0,10.2,4.0,5.9,0,72604.0
549,Studio,Ruaka,Semi-Furnished,4.5,49.6,1,1,3.3,7040.0,,2.0,23.5,1,19384.0
550,Apartment,Ruaka,Semi-Furnished,5.6,159.1,6,5,7.3,29100.0,,3.0,8.6,3,222436.0
551,Apartment,Ngong Road,Fully Furnished,10.0,70.8,3,2,5.9,15458.0,,2.0,46.2,1,54854.0
552,Bungalow,Westlands,Unfurnished,4.3,77.8,3,3,5.5,14208.0,20.9,4.0,60.7,3,95641.0
553,Apartment,South B,Unfurnished,7.7,88.7,2,3,7.0,17685.0,,2.0,50.6,1,49286.0
554,Apartment,Ruaka,Semi-Furnished,7.4,78.9,3,3,12.5,15321.0,,,87.8,3,55330.0
555,Townhouse,Kilimani,Fully Furnished,2.9,69.2,2,2,3.9,13202.0,13.5,4.0,32.6,0,60379.0
556,Apartment,Ruaka,Fully Furnished,2.0,98.0,3,2,5.2,15925.0,,3.0,100.0,3,143775.0
557,Studio,Ruaka,Fully Furnished,2.3,119.4,3,3,9.7,19147.0,,4.0,33.2,2,89703.0
558,Bungalow,Ngong Road,Unfurnished,15.9,92.4,3,2,12.6,11947.0,26.9,,75.5,5,76324.0
559,Apartment,South B,Unfurnished,10.2,150.1,4,2,3.4,28519.0,,4.0,54.5,1,100484.0
560,Maisonette,South B,Semi-Furnished,5.7,81.1,2,2,2.5,14268.0,23.4,5.0,87.7,3,48663.0
561,Apartment,Westlands,Unfurnished,7.0,72.5,1,1,9.2,9502.0,,5.0,18.6,2,43259.0
562,Bungalow,Ngong Road,Unfurnished,2.8,117.1,4,4,8.9,16131.0,27.9,4.0,24.8,3,79299.0
563,Apartment,Kilimani,Unfurnished,22.2,103.2,3,3,10.0,23014.0,,4.0,59.7,5,51722.0
564,Townhouse,Karen,Unfurnished,2.1,109.0,4,3,6.6,18184.0,16.8,2.0,72.4,1,108511.0
565,Studio,Ngong Road,Unfurnished,7.0,165.2,5,4,15.8,25897.0,,3.0,65.3,3,128038.0
566,Apartment,Kilimani,Semi-Furnished,0.7,71.1,2,2,18.1,10368.0,,4.0,42.1,2,49746.0
567,Apartment,Karen,Fully Furnished,8.8,116.9,3,2,7.5,19147.0,,4.0,45.3,5,163616.0
568,Apartment,South B,Unfurnished,8.0,128.6,4,3,11.0,23819.0,,4.0,30.7,1,67245.0
569,Apartment,Kilimani,Unfurnished,5.1,103.8,3,2,0.7,21762.0,,4.0,66.2,1,64988.0
570,Maisonette,Westlands,Semi-Furnished,11.8,71.1,2,2,4.2,14826.0,12.1,5.0,64.4,2,103872.0
571,Apartment,South B,Fully Furnished,5.3,22.0,1,1,8.2,2813.0,,4.0,100.0,2,19786.0
572,Townhouse,Westlands,Unfurnished,1.4,78.2,3,3,13.1,14211.0,0.0,3.0,57.5,1,382990.0
573,Townhouse,South B,Semi-Furnished,8.3,86.2,3,1,6.5,12921.0,22.1,3.0,38.8,2,70967.0
574,Bungalow,Westlands,Unfurnished,6.3,80.8,3,3,5.7,14397.0,21.4,4.0,29.8,1,131577.0
575,Apartment,South B,Semi-Furnished,14.2,157.9,5,4,4.3,32998.0,,3.0,48.0,2,519004.0
576,Apartment,Ruaka,Fully Furnished,8.3,113.5,4,3,4.5,22191.0,,5.0,82.4,5,155250.0
577,Maisonette,Kilimani,Unfurnished,3.5,72.7,2,2,26.0,15169.0,19.0,3.0,47.2,1,65399.0
578,Apartment,Ruaka,Unfurnished,9.8,68.7,3,2,20.6,13334.0,,4.0,51.7,2,37861.0
579,Bungalow,Ruaka,Unfurnished,2.4,96.5,3,3,4.1,17451.0,7.7,5.0,38.6,1,67520.0
580,Bungalow,Karen,Unfurnished,3.5,92.0,3,2,12.8,19010.0,5.2,5.0,63.7,2,96178.0
581,Apartment,Ngong Road,Unfurnished,4.0,78.3,2,2,9.6,10825.0,,2.0,73.2,4,48309.0
582,Apartment,Ruaka,Unfurnished,3.6,107.1,3,3,5.1,15132.0,,5.0,16.2,3,87109.0
583,Bungalow,South B,Unfurnished,15.6,79.8,4,3,15.9,9465.0,12.9,3.0,31.5,1,59762.0
584,Studio,Kilimani,Semi-Furnished,4.2,46.9,1,1,5.0,8276.0,,4.0,89.2,3,37653.0
585,Studio,Karen,Semi-Furnished,8.4,110.1,4,3,5.3,21973.0,,4.0,79.4,2,166221.0
586,Apartment,Westlands,Fully Furnished,3.6,86.2,2,2,4.3,12277.0,,2.0,100.0,4,99629.0
587,Townhouse,South B,Unfurnished,6.9,100.6,3,3,5.3,24524.0,16.1,3.0,34.0,0,85948.0
588,Apartment,Kilimani,Unfurnished,5.1,98.9,3,2,15.0,12142.0,,3.0,35.1,0,80647.0
589,Maisonette,Westlands,Fully Furnished,1.3,51.9,1,1,8.6,10637.0,16.3,3.0,71.7,4,80641.0
590,Apartment,Karen,Unfurnished,8.1,51.7,2,1,9.2,6436.0,,4.0,7.3,2,37837.0
591,Maisonette,Karen,Unfurnished,15.9,60.8,1,1,16.7,8517.0,13.2,3.0,61.5,3,58353.0
592,Apartment,South B,Semi-Furnished,2.6,68.0,3,3,13.2,16946.0,,,48.2,4,66991.0
593,Maisonette,Westlands,Unfurnished,6.3,22.0,0,1,5.9,8089.0,10.8,4.0,63.6,3,37109.0
594,Bungalow,Westlands,Unfurnished,3.6,93.6,3,3,5.2,21934.0,20.6,2.0,70.3,3,130960.0
595,Townhouse,Kilimani,Unfurnished,3.9,64.8,2,1,8.9,8819.0,17.3,3.0,19.8,2,54369.0
596,Maisonette,South B,Fully Furnished,8.4,81.9,2,2,7.7,13479.0,14.7,4.0,25.1,1,71213.0
597,Townhouse,Westlands,Unfurnished,4.4,78.2,2,2,4.5,19845.0,15.6,4.0,65.3,1,60813.0
598,Apartment,Westlands,Semi-Furnished,11.8,37.4,2,2,19.2,3512.0,,,0.0,3,28015.0
599,Maisonette,Westlands,Semi-Furnished,2.2,76.9,3,2,10.5,14522.0,22.9,4.0,47.3,0,82777.0
600,Bungalow,Karen,Fully Furnished,1.8,88.3,3,1,5.2,15914.0,3.7,3.0,48.6,2,383806.0
601,Apartment,South B,Unfurnished,5.9,89.7,3,3,5.7,24471.0,,3.0,61.8,1,50476.0
602,Maisonette,South B,Unfurnished,5.3,76.2,3,2,15.3,13418.0,14.5,,65.6,0,47415.0
603,Studio,Karen,Semi-Furnished,4.7,177.2,4,4,4.5,27744.0,,2.0,54.7,0,187244.0
604,Townhouse,Ngong Road,Fully Furnished,6.7,82.7,3,3,5.9,13274.0,25.8,3.0,50.0,1,122038.0
605,Studio,Ruaka,Unfurnished,4.0,113.9,3,3,11.2,20099.0,,4.0,32.9,2,68357.0
606,Maisonette,Ngong Road,Semi-Furnished,6.9,30.1,0,1,6.4,7862.0,16.6,4.0,57.3,3,20146.0
607,Apartment,South B,Semi-Furnished,7.9,109.4,4,4,1.8,20917.0,,2.0,56.8,5,209458.0
608,Apartment,Kilimani,Semi-Furnished,3.4,85.2,2,2,18.8,14510.0,,4.0,98.3,5,65563.0
609,Bungalow,South B,Fully Furnished,4.3,129.2,4,3,6.3,18100.0,20.9,3.0,44.8,1,156694.0
610,Apartment,Karen,Semi-Furnished,9.1,73.5,2,2,26.1,9909.0,,2.0,23.7,1,49604.0
611,Studio,Ngong Road,Fully Furnished,12.1,42.7,1,1,24.8,6440.0,,3.0,51.2,1,12789.0
612,Townhouse,Ngong Road,Unfurnished,9.3,22.0,0,1,2.4,4097.0,19.5,3.0,28.5,4,23911.0
613,Bungalow,Ruaka,Unfurnished,7.3,89.1,5,4,9.5,14803.0,21.1,4.0,78.9,2,118692.0
614,Townhouse,South B,Semi-Furnished,2.9,122.1,4,3,13.1,30184.0,9.5,3.0,37.6,3,125847.0
615,Townhouse,Ruaka,Semi-Furnished,6.4,80.4,3,3,12.8,18293.0,10.4,2.0,26.8,5,89163.0
616,Apartment,Westlands,Unfurnished,4.6,72.8,3,2,6.8,15485.0,,3.0,98.2,1,112600.0
617,Apartment,Ngong Road,Fully Furnished,0.3,63.6,3,2,6.9,7368.0,,3.0,73.9,1,45604.0
618,Maisonette,Kilimani,Unfurnished,5.7,90.3,4,3,8.9,17821.0,4.0,5.0,74.2,1,162418.0
619,Studio,Kilimani,Semi-Furnished,6.1,73.6,2,2,2.9,13215.0,,3.0,52.7,5,65298.0
620,Maisonette,Ruaka,Fully Furnished,5.9,61.7,2,1,11.5,14373.0,17.9,4.0,30.5,5,51457.0
621,Studio,Karen,Unfurnished,18.4,105.5,3,3,6.3,16013.0,,4.0,83.9,3,99215.0
622,Apartment,Westlands,Unfurnished,5.0,173.1,6,4,18.5,24379.0,,,99.3,3,323939.0
623,Apartment,Ngong Road,Semi-Furnished,3.4,70.4,1,1,7.9,10950.0,,4.0,41.6,1,33474.0
624,Bungalow,South B,Semi-Furnished,5.7,92.0,3,2,11.1,18488.0,8.4,3.0,61.1,3,54605.0
625,Townhouse,Ngong Road,Unfurnished,14.4,128.1,3,2,3.8,26042.0,23.7,5.0,0.0,1,69314.0
626,Apartment,Ngong Road,Unfurnished,7.6,69.3,2,2,19.7,12874.0,,,56.5,4,30695.0
627,Studio,South B,Fully Furnished,5.0,146.0,4,3,2.0,33275.0,,5.0,38.8,0,128652.0
628,Bungalow,Westlands,Unfurnished,10.0,22.0,1,1,6.2,3241.0,16.9,4.0,63.6,1,28175.0
629,Townhouse,Ruaka,Semi-Furnished,5.2,60.7,2,2,1.9,11890.0,7.0,3.0,19.2,0,223190.0
630,Apartment,South B,Semi-Furnished,2.9,102.7,4,4,5.2,15784.0,,2.0,40.5,2,85403.0
631,Studio,South B,Fully Furnished,6.6,71.2,2,2,29.4,13391.0,,3.0,81.4,8,34755.0
632,Maisonette,Karen,Unfurnished,1.8,22.0,1,1,1.6,3551.0,16.7,4.0,45.0,5,32414.0
633,Apartment,Kilimani,Unfurnished,5.8,130.8,4,4,9.3,32413.0,,4.0,60.4,2,115479.0
634,Bungalow,Kilimani,Fully Furnished,7.4,143.5,5,5,16.0,23639.0,11.4,4.0,76.4,1,266592.0
635,Apartment,Karen,Unfurnished,5.9,144.1,5,4,3.0,26922.0,,5.0,70.9,0,220473.0
636,Studio,Ngong Road,Unfurnished,6.7,76.4,2,2,18.0,8821.0,,5.0,44.3,1,27818.0
637,Bungalow,Ngong Road,Unfurnished,4.2,25.3,1,2,10.7,3829.0,21.1,3.0,90.7,2,16621.0
638,Apartment,Ruaka,Unfurnished,3.1,105.7,5,4,5.9,25287.0,,4.0,90.1,2,136949.0
639,Studio,Ruaka,Fully Furnished,18.2,91.6,2,3,6.6,17165.0,,3.0,74.3,2,44330.0
640,Studio,Ngong Road,Semi-Furnished,1.3,22.0,0,1,6.9,3248.0,,3.0,60.4,1,13313.0
641,Apartment,Ruaka,Unfurnished,3.6,59.0,2,2,11.1,10385.0,,4.0,52.9,1,25693.0
642,Apartment,Ruaka,Unfurnished,5.1,62.5,1,1,5.5,9562.0,,2.0,73.8,2,61916.0
643,Maisonette,Kilimani,Unfurnished,1.0,76.6,2,1,3.4,11010.0,14.9,3.0,53.0,4,53921.0
644,Studio,Ruaka,Semi-Furnished,10.2,115.1,4,3,2.9,17476.0,,4.0,26.7,1,68617.0
645,Studio,Ngong Road,Unfurnished,14.7,55.1,1,1,4.5,8480.0,,4.0,82.8,2,22957.0
646,Apartment,Ruaka,Semi-Furnished,10.0,111.6,5,3,3.0,15977.0,,3.0,35.8,2,99470.0
647,Apartment,Westlands,Unfurnished,12.9,97.3,3,2,5.8,19990.0,,5.0,74.7,1,78746.0
648,Bungalow,Kilimani,Unfurnished,28.5,94.8,2,2,7.7,21737.0,17.0,2.0,75.3,3,53945.0
649,Bungalow,Ngong Road,Unfurnished,4.0,112.1,4,4,5.7,25662.0,28.6,4.0,20.8,3,82895.0
650,Apartment,Westlands,Semi-Furnished,6.9,101.4,3,3,7.5,17678.0,,4.0,64.1,2,129660.0
651,Bungalow,Ngong Road,Semi-Furnished,5.8,122.7,4,4,2.3,20814.0,6.2,5.0,66.3,3,224212.0
652,Apartment,Kilimani,Unfurnished,11.5,77.0,3,2,14.4,13979.0,,3.0,98.7,2,80346.0
653,Studio,Westlands,Semi-Furnished,8.8,40.4,1,1,10.0,11286.0,,4.0,39.4,2,23523.0
654,Apartment,Ngong Road,Unfurnished,8.4,143.2,4,3,8.6,24804.0,,3.0,76.2,2,165427.0
655,Apartment,Ruaka,Semi-Furnished,4.4,107.4,4,4,5.5,23139.0,,4.0,40.2,3,72183.0
656,Apartment,Kilimani,Semi-Furnished,12.1,105.9,3,3,4.3,12024.0,,1.0,53.7,2,80919.0
657,Townhouse,Kilimani,Semi-Furnished,10.0,121.3,4,4,9.3,21576.0,11.4,3.0,45.7,3,210075.0
658,Studio,South B,Fully Furnished,1.1,31.9,1,2,10.9,4434.0,,,100.0,7,29149.0
659,Apartment,Ngong Road,Unfurnished,4.9,164.0,6,4,0.5,30751.0,,4.0,77.0,4,309526.0
660,Bungalow,Ruaka,Unfurnished,6.9,103.2,3,3,3.1,12990.0,17.8,4.0,32.4,2,86859.0
661,Maisonette,Kilimani,Fully Furnished,11.8,56.1,3,3,1.5,10851.0,15.3,3.0,64.9,1,70767.0
662,Apartment,Kilimani,Unfurnished,3.5,69.9,2,1,5.1,8543.0,,3.0,95.6,2,68699.0
663,Studio,Ngong Road,Fully Furnished,5.2,98.4,5,3,4.8,18583.0,,3.0,68.0,1,107080.0
664,Townhouse,South B,Unfurnished,7.1,101.4,3,4,19.3,23153.0,14.1,3.0,6.2,3,67519.0
665,Townhouse,Ngong Road,Unfurnished,4.9,74.4,3,2,8.0,15272.0,16.2,4.0,58.7,2,95788.0
666,Maisonette,South B,Unfurnished,16.1,88.7,3,3,22.7,19523.0,13.6,4.0,54.4,1,39053.0
667,Studio,Westlands,Semi-Furnished,9.0,97.3,3,3,5.1,18722.0,,3.0,39.1,0,61485.0
668,Apartment,Kilimani,Semi-Furnished,4.7,27.8,0,1,1.9,5619.0,,5.0,41.8,2,27890.0
669,Apartment,South B,Semi-Furnished,3.7,51.3,0,1,18.9,13782.0,,3.0,100.0,1,22617.0
670,Maisonette,Ruaka,Unfurnished,5.9,58.3,1,2,1.5,11718.0,24.7,4.0,55.5,3,45583.0
671,Apartment,Kilimani,Semi-Furnished,10.5,87.6,3,3,4.7,15549.0,,5.0,49.3,3,67188.0
672,Maisonette,South B,Semi-Furnished,5.7,82.7,2,1,4.7,14835.0,18.5,3.0,43.7,1,59936.0
673,Maisonette,Ruaka,Unfurnished,6.0,138.1,4,3,15.9,23420.0,15.2,5.0,30.6,2,186773.0
674,Studio,South B,Unfurnished,3.4,82.6,2,1,16.8,15118.0,,4.0,48.0,3,34153.0
675,Bungalow,Kilimani,Semi-Furnished,6.3,40.2,1,1,2.0,7934.0,5.6,5.0,16.5,2,43224.0
676,Bungalow,Ruaka,Fully Furnished,5.3,85.9,3,2,5.7,16290.0,13.5,4.0,78.0,3,83709.0
677,Apartment,Karen,Unfurnished,10.7,22.0,0,1,8.2,4116.0,,4.0,56.5,2,18882.0
678,Apartment,Karen,Semi-Furnished,3.3,76.9,2,2,3.8,11380.0,,3.0,70.2,3,84727.0
679,Apartment,Ruaka,Semi-Furnished,4.6,38.2,0,1,1.8,4027.0,,5.0,69.5,4,23324.0
680,Bungalow,Ruaka,Unfurnished,1.2,125.6,3,3,7.1,22258.0,11.1,3.0,74.6,3,108025.0
681,Maisonette,South B,Unfurnished,9.7,154.4,5,4,12.9,21418.0,16.2,,82.1,4,224449.0
682,Maisonette,South B,Semi-Furnished,1.1,63.2,2,2,5.8,13749.0,14.5,2.0,99.5,3,66658.0
683,Bungalow,Kilimani,Semi-Furnished,9.6,41.3,1,1,12.2,9101.0,1.7,3.0,66.3,2,45381.0
684,Apartment,Ngong Road,Unfurnished,7.6,120.6,3,3,2.3,20213.0,,5.0,55.0,3,94949.0
685,Apartment,Ngong Road,Fully Furnished,11.4,95.3,2,2,13.8,20726.0,,4.0,39.9,3,51237.0
686,Studio,Kilimani,Semi-Furnished,5.6,78.8,2,2,5.3,8238.0,,4.0,24.6,4,32601.0
687,Bungalow,South B,Unfurnished,5.2,73.2,3,3,5.5,12837.0,16.5,5.0,76.3,3,129086.0
688,Maisonette,Karen,Unfurnished,15.7,75.6,3,2,0.9,14145.0,28.0,4.0,72.9,3,172425.0
689,Studio,Ngong Road,Unfurnished,3.5,66.7,2,2,5.6,12745.0,,5.0,34.6,1,28595.0
690,Maisonette,Ruaka,Semi-Furnished,18.2,111.8,4,3,1.7,19322.0,18.8,4.0,56.3,5,92750.0
691,Studio,Ruaka,Semi-Furnished,4.2,122.1,4,4,6.7,17066.0,,5.0,55.7,2,169432.0
692,Apartment,South B,Fully Furnished,2.6,89.6,3,3,1.9,19894.0,,3.0,27.5,6,106764.0
693,Apartment,Kilimani,Fully Furnished,2.7,117.2,4,3,9.0,22660.0,,5.0,39.2,1,100458.0
694,Apartment,Westlands,Semi-Furnished,6.2,94.7,4,4,4.8,15065.0,,3.0,82.4,1,151030.0
695,Studio,Kilimani,Unfurnished,24.5,93.3,2,1,7.2,19854.0,,4.0,77.4,0,34534.0
696,Maisonette,Kilimani,Semi-Furnished,5.6,63.0,3,3,8.6,7849.0,15.7,4.0,34.7,1,117417.0
697,Maisonette,Kilimani,Unfurnished,5.3,108.6,3,2,12.6,20877.0,15.9,5.0,13.8,5,106149.0
698,Studio,Ngong Road,Semi-Furnished,1.8,100.8,2,2,7.5,21558.0,,3.0,79.8,1,30660.0
699,Apartment,Ruaka,Unfurnished,26.0,132.7,5,3,3.4,27111.0,,4.0,19.9,3,120281.0
700,Studio,Ruaka,Semi-Furnished,16.2,131.6,4,4,18.5,16201.0,,3.0,35.3,1,75378.0
701,Apartment,South B,Fully Furnished,6.8,67.2,2,1,6.0,13056.0,,5.0,82.9,2,51693.0
702,Apartment,Kilimani,Unfurnished,8.9,80.8,2,1,9.3,10592.0,,3.0,81.5,6,82706.0
703,Maisonette,South B,Fully Furnished,12.8,108.8,3,3,1.4,14403.0,25.7,3.0,57.7,2,71353.0
704,Apartment,Ngong Road,Unfurnished,5.1,63.0,2,1,5.0,15606.0,,,51.1,3,41058.0
705,Maisonette,Karen,Unfurnished,1.2,113.4,4,3,10.9,21178.0,17.4,3.0,57.3,1,158233.0
706,Bungalow,South B,Unfurnished,1.3,72.3,2,3,7.0,10448.0,17.4,,56.7,3,45686.0
707,Apartment,Westlands,Unfurnished,12.5,102.7,4,3,19.2,14444.0,,3.0,73.9,3,90313.0
708,Maisonette,Westlands,Fully Furnished,1.0,135.6,5,4,4.4,20820.0,13.3,3.0,83.3,1,553095.0
709,Apartment,Westlands,Semi-Furnished,10.2,84.8,3,2,8.4,13899.0,,4.0,71.8,3,75921.0
