campaign_id,platform,campaign_objective,industry_sector,influencer_partnership,team_experience_level,campaign_duration_days,daily_budget_kes,total_campaign_spend_kes,target_audience_size,creative_count,avg_engagement_rate_pct,click_through_rate_pct,previous_campaign_success_score,influencer_fee_kes,campaign_roi_pct
406,Google Ads,Consideration,Hospitality,No,Expert,29.0,15035.0,450962.0,113810.0,5,3.014508925392749,2.1,34.0,,11.74
407,TikTok,Consideration,Finance,No,Intermediate,14.0,15723.0,208984.0,72533.0,6,5.593283117024285,1.26,69.4,,39.6
408,Google Ads,Consideration,Finance,No,Novice,18.0,3920.0,69024.0,28709.0,7,2.2435571134484267,1.73,84.6,,27.37
409,Facebook,Awareness,Education,No,Expert,14.0,3541.0,46958.0,77628.0,4,4.996334355824747,2.49,91.2,,55.1
410,Instagram,Consideration,Technology,No,Intermediate,10.0,2237.0,20377.0,166151.0,4,3.620270634413306,2.09,40.1,,46.3
411,Instagram,Consideration,Education,No,Intermediate,18.0,9141.0,168820.0,102894.0,4,3.548437817675768,2.47,99.7,,39.76
412,Facebook,Consideration,Education,No,Intermediate,25.0,9461.0,238973.0,47548.0,8,2.532536100481748,1.93,60.3,,25.13
413,Email,Awareness,Education,No,Expert,10.0,717.0,6784.0,90135.0,6,5.137896935153735,2.27,78.0,,46.07
414,Instagram,Consideration,Finance,No,Intermediate,22.0,3335.0,74542.0,113526.0,6,3.8175920944631985,1.43,81.7,,18.62
415,Email,Consideration,Hospitality,Yes,Intermediate,14.0,11570.0,166968.0,98891.0,2,,2.13,50.1,41971.379422841506,45.39
416,Facebook,Awareness,Finance,No,Intermediate,6.0,5822.0,35083.0,114877.0,5,1.0570401470756905,2.83,71.4,,37.41
417,Facebook,Conversion,Retail,Yes,Novice,36.0,3346.0,114330.0,72264.0,2,3.975050145381761,1.45,59.7,67472.11222554531,33.53
418,Email,Awareness,Finance,No,Novice,13.0,3846.0,45874.0,54477.0,2,2.4918578124378894,1.88,47.0,,25.22
419,Facebook,Awareness,Finance,Yes,Intermediate,32.0,5337.0,191094.0,421970.0,5,3.6561918497975814,1.97,38.3,6823.228784506635,28.83
420,Instagram,Consideration,Hospitality,No,Novice,21.0,5809.0,118597.0,76169.0,6,5.202700910725179,0.93,61.4,,6.27
421,Google Ads,Conversion,Retail,No,Expert,8.0,931.0,7330.0,39559.0,6,1.3569056365793462,1.14,71.6,,34.31
422,Instagram,Conversion,Finance,No,Novice,12.0,9244.0,114829.0,208681.0,7,2.7577964690263386,2.12,57.0,,36.46
423,Facebook,Awareness,Technology,No,Novice,33.0,12027.0,417574.0,91611.0,3,,2.1,56.4,,18.71
424,Email,Conversion,Retail,Yes,Novice,15.0,4359.0,68280.0,17666.0,3,4.890738570641916,1.58,29.3,15207.20854024461,29.28
425,Google Ads,Consideration,Retail,No,Intermediate,4.0,2189.0,8020.0,125992.0,6,4.854851587687074,2.38,70.7,,70.73
426,Instagram,Conversion,Retail,Yes,Novice,9.0,651.0,6077.0,234633.0,3,2.294907349491917,0.81,52.7,10841.655140112287,17.24
427,Google Ads,Consideration,Hospitality,Yes,Novice,29.0,7428.0,206465.0,87702.0,6,3.8913156654306076,2.93,79.6,20364.52380208417,29.51
428,Google Ads,Awareness,Finance,No,Intermediate,24.0,22323.0,503080.0,51443.0,3,3.2012243586675626,2.06,67.8,,20.29
429,Instagram,Conversion,Hospitality,Yes,Intermediate,8.0,6717.0,53333.0,16540.0,6,5.343593994483251,1.87,58.8,64196.72850163924,75.23
430,Facebook,Awareness,Hospitality,No,Intermediate,24.0,8234.0,216683.0,87284.0,3,3.3094991771040694,0.78,49.1,,14.31
431,Instagram,Consideration,Technology,Yes,Novice,6.0,8337.0,47210.0,50528.0,6,2.520208925427612,0.13,75.7,79930.41958464957,15.69
432,Facebook,Consideration,Retail,No,Intermediate,7.0,15029.0,101006.0,261524.0,3,0.6061611466070516,0.02,31.8,,-2.99
433,Instagram,Consideration,Retail,No,Expert,31.0,14616.0,462432.0,113585.0,4,2.479290545582832,1.06,66.5,,-60.87
434,Google Ads,Awareness,Hospitality,No,Intermediate,10.0,852.0,8718.0,17919.0,4,,0.94,34.7,,11.05
435,Facebook,Conversion,Hospitality,No,Intermediate,16.0,500.0,7997.0,33816.0,2,3.327841476656912,2.29,26.5,,32.19
436,TikTok,Conversion,Finance,No,Intermediate,3.0,1889.0,6440.0,61117.0,6,,2.03,85.1,,42.23
437,Google Ads,Awareness,Technology,Yes,Expert,6.0,4334.0,27522.0,153299.0,2,3.621441674425428,1.12,45.2,29053.059855529635,32.36
438,Facebook,Awareness,Finance,No,Intermediate,24.0,3193.0,79682.0,146001.0,5,3.6509826309734335,0.72,57.0,,-3.33
439,Instagram,Consideration,Education,Yes,Novice,8.0,3429.0,30038.0,205417.0,6,3.3925042234400973,0.72,35.4,124972.29665691618,4.51
440,Google Ads,Conversion,Education,No,Novice,16.0,3182.0,51244.0,81857.0,9,0.6021579306913978,0.85,84.9,,9.3
441,Instagram,Awareness,Finance,No,Intermediate,11.0,14550.0,159800.0,92201.0,5,2.0689457388996098,1.5,37.9,,-5.9
442,TikTok,Conversion,Finance,Yes,Intermediate,22.0,5294.0,119912.0,122659.0,4,3.3936378773744056,0.02,99.6,120204.18635956866,21.98
443,Facebook,Awareness,Finance,Yes,Expert,9.0,1962.0,17139.0,162730.0,4,3.8750746228637962,3.4,71.7,37172.79649354748,74.9
444,Facebook,Conversion,Retail,No,Expert,31.0,20544.0,654314.0,80361.0,4,2.782611989058939,2.56,80.4,,26.5
445,Facebook,Conversion,Technology,No,Novice,12.0,1027.0,11730.0,23255.0,6,2.6509458703648825,2.45,40.8,,57.55
446,Google Ads,Awareness,Retail,No,Intermediate,4.0,13183.0,55677.0,35572.0,9,4.789142487437604,2.04,75.3,,56.37
447,Google Ads,Awareness,Retail,No,Intermediate,10.0,27805.0,249492.0,91341.0,6,,1.43,48.8,,25.35
448,TikTok,Consideration,Technology,No,Expert,11.0,10303.0,114048.0,167771.0,2,2.5887651999874937,1.18,90.5,,20.44
449,Google Ads,Awareness,Finance,No,Novice,15.0,12032.0,181043.0,123943.0,6,7.505077619772739,1.61,60.1,,9.28
450,Email,Consideration,Retail,No,Expert,11.0,12659.0,150466.0,80091.0,4,1.3539070317088235,0.65,26.1,,14.01
451,Google Ads,Conversion,Retail,No,Novice,3.0,1772.0,5532.0,105094.0,7,2.3989766013134246,1.34,27.7,,19.64
452,Email,Consideration,Finance,No,Intermediate,15.0,19497.0,288389.0,67594.0,2,2.612261335753511,1.68,71.4,,15.21
453,Facebook,Consideration,Finance,No,Novice,4.0,10132.0,42247.0,62227.0,1,2.7483823037068325,1.15,35.1,,12.76
454,TikTok,Consideration,Technology,Yes,Expert,24.0,5671.0,121613.0,100594.0,1,4.773909626681266,0.94,35.9,74391.87032899285,27.35
455,Facebook,Conversion,Retail,No,Novice,21.0,1683.0,36198.0,31220.0,2,3.166157241759117,3.09,46.0,,26.96
456,Facebook,Awareness,Hospitality,No,Expert,15.0,15558.0,258199.0,40304.0,3,1.888346397701361,1.94,51.3,,-6.61
457,Email,Conversion,Technology,Yes,Novice,15.0,8657.0,134252.0,69901.0,4,4.219020720431614,0.94,55.4,22103.42129515626,44.54
458,Facebook,Conversion,Hospitality,Yes,Intermediate,14.0,11855.0,174408.0,221701.0,4,2.6292759535831145,1.88,100.0,21523.310758007272,15.37
459,Instagram,Consideration,Hospitality,Yes,Intermediate,30.0,12005.0,351968.0,55715.0,5,3.053785800609359,2.81,80.4,78706.16021210125,27.22
460,Facebook,Conversion,Technology,No,Expert,10.0,4813.0,46388.0,128098.0,10,4.220720152749646,0.56,50.2,,30.39
461,Google Ads,Awareness,Retail,No,Novice,21.0,4682.0,92962.0,269945.0,5,3.6077372708344955,2.66,0.0,,26.96
462,Google Ads,Awareness,Retail,No,Expert,7.0,13241.0,88199.0,100862.0,10,4.340104479172388,2.05,54.8,,44.83
463,Instagram,Awareness,Finance,No,Intermediate,18.0,6650.0,120962.0,98617.0,2,6.098411775921474,1.83,56.5,,22.0
464,Google Ads,Conversion,Technology,No,Intermediate,13.0,6618.0,85114.0,95723.0,5,1.9636188623634676,0.02,52.8,,22.33
465,Instagram,Awareness,Retail,No,Intermediate,5.0,3553.0,18632.0,117924.0,2,1.489009303383427,0.02,92.8,,-4.8
466,Email,Consideration,Finance,No,Intermediate,20.0,9341.0,180925.0,27930.0,5,1.085730433878453,2.61,48.6,,25.32
467,Facebook,Consideration,Hospitality,No,Novice,5.0,7291.0,39077.0,97785.0,4,4.5651924545855955,1.89,56.4,,20.84
468,Email,Awareness,Hospitality,Yes,Novice,20.0,2373.0,48160.0,30704.0,4,4.680388513138627,2.88,39.8,58501.305051502226,31.1
469,Google Ads,Awareness,Retail,No,Intermediate,23.0,8471.0,192637.0,27745.0,6,5.5916740443923105,1.46,32.6,,2.02
470,Google Ads,Awareness,Education,Yes,Expert,28.0,6491.0,168720.0,140261.0,4,4.311459648373598,3.85,74.9,37218.14781228395,47.28
471,Instagram,Awareness,Finance,Yes,Expert,10.0,11741.0,119866.0,192987.0,2,2.1373223632880345,2.8,50.6,38303.880924718185,38.83
472,Facebook,Awareness,Finance,No,Intermediate,13.0,13093.0,177015.0,82269.0,3,,3.0,23.8,,10.17
473,Facebook,Conversion,Technology,No,Novice,17.0,952.0,16470.0,49137.0,5,5.444169682417102,3.0,82.0,,52.93
474,Instagram,Awareness,Education,No,Novice,13.0,7309.0,90218.0,66671.0,5,2.4501813838876294,1.46,66.8,,0.91
475,Google Ads,Consideration,Retail,No,Intermediate,18.0,3602.0,65585.0,315938.0,7,4.192840971869369,1.42,36.4,,29.08
476,Facebook,Awareness,Finance,No,Intermediate,7.0,4433.0,28531.0,67677.0,6,3.9729658331544186,1.4,57.5,,33.56
477,Facebook,Conversion,Hospitality,No,Expert,18.0,6740.0,121282.0,172706.0,4,4.116227225979047,0.59,100.0,,44.48
478,Google Ads,Consideration,Hospitality,No,Expert,32.0,14039.0,446052.0,42748.0,5,6.84395999937555,2.23,88.6,,42.6
479,Email,Conversion,Retail,No,Novice,7.0,3717.0,23349.0,22777.0,4,4.313707233400965,1.01,56.6,,43.54
480,Email,Consideration,Retail,Yes,Novice,19.0,9751.0,185780.0,31357.0,2,2.9530735807284567,0.09,47.5,43895.92540933495,24.83
481,Instagram,Awareness,Retail,No,Intermediate,33.0,16322.0,576251.0,24659.0,7,4.279134609302193,1.49,74.0,,15.99
482,Instagram,Conversion,Retail,No,Novice,18.0,7220.0,130136.0,188345.0,6,1.7280002769722127,1.45,59.4,,30.46
483,TikTok,Awareness,Finance,Yes,Expert,13.0,7664.0,101909.0,79864.0,7,2.3327059425807835,2.12,96.8,20937.440231626428,37.32
484,Email,Awareness,Technology,No,Novice,45.0,7871.0,336142.0,29213.0,7,3.263884548024176,3.71,74.3,,47.73
485,Google Ads,Consideration,Hospitality,No,Novice,20.0,12923.0,256286.0,11548.0,3,2.383684756626853,1.18,37.2,,9.83
486,Facebook,Awareness,Technology,No,Intermediate,9.0,8250.0,72447.0,197981.0,5,2.703733447557155,2.26,26.4,,6.05
487,Google Ads,Awareness,Finance,No,Intermediate,35.0,10682.0,366380.0,63801.0,6,4.1931117660417225,2.16,61.1,,23.93
488,Google Ads,Conversion,Technology,Yes,Intermediate,12.0,3687.0,45702.0,94699.0,3,3.1069564087044665,2.27,53.2,46115.28728269399,20.45
489,Instagram,Awareness,Education,No,Intermediate,12.0,18476.0,210220.0,107660.0,4,4.731196131064947,2.97,66.4,,32.82
490,TikTok,Awareness,Education,No,Novice,7.0,4781.0,33350.0,39987.0,5,1.6288929187779626,2.21,65.4,,-3.73
491,Instagram,Conversion,Retail,Yes,Expert,13.0,1289.0,15456.0,10142.0,5,2.1275891458925535,2.55,38.2,34935.72046619669,52.56
492,Google Ads,Consideration,Retail,No,Expert,16.0,2382.0,37003.0,108314.0,6,,1.62,38.6,,49.31
493,TikTok,Awareness,Retail,No,Intermediate,14.0,14463.0,200184.0,180855.0,6,2.462760862593581,2.92,61.0,,8.31
494,Google Ads,Awareness,Finance,Yes,Intermediate,29.0,1631.0,50719.0,23196.0,6,2.1034175661368755,2.0,70.4,58429.40065148261,1.4
495,Google Ads,Consideration,Retail,Yes,Expert,5.0,19368.0,105284.0,50804.0,4,2.4561255928783123,2.47,69.4,5960.7353610286045,33.08
496,Facebook,Awareness,Retail,No,Novice,26.0,5137.0,140638.0,66605.0,5,3.315102439374897,2.1,67.4,,17.67
497,Email,Conversion,Hospitality,Yes,Expert,7.0,10865.0,75615.0,47134.0,6,5.168752207091702,2.01,45.3,129720.55274906626,52.77
498,Email,Conversion,Hospitality,No,Expert,12.0,8670.0,110255.0,30715.0,6,5.1686157080865645,0.24,34.7,,61.55
499,TikTok,Awareness,Education,No,Intermediate,6.0,4722.0,30567.0,14673.0,3,4.780885701603391,1.4,84.3,,45.56
500,Instagram,Conversion,Technology,Yes,Novice,8.0,8647.0,66787.0,52136.0,2,3.2893857548213434,1.27,40.8,108774.31709996174,38.46
501,Email,Conversion,Hospitality,Yes,Intermediate,21.0,4519.0,89703.0,111270.0,6,4.1048853296109264,0.85,66.1,133540.97341344802,24.06
502,Google Ads,Conversion,Finance,Yes,Novice,9.0,2011.0,18775.0,89648.0,7,6.906349602648462,1.8,68.0,57227.186906364055,56.78
503,Instagram,Consideration,Finance,No,Intermediate,18.0,14598.0,259004.0,24784.0,2,3.2713858183741205,1.11,80.6,,20.68
504,Google Ads,Awareness,Finance,No,Novice,30.0,14884.0,428285.0,46940.0,5,1.3838222106549383,0.98,57.6,,-9.42
505,Google Ads,Consideration,Retail,No,Novice,28.0,2607.0,75952.0,133680.0,1,3.2518187200620816,2.56,56.0,,18.05
506,Google Ads,Awareness,Retail,No,Novice,17.0,8852.0,156119.0,49748.0,4,3.3475669300940174,1.13,79.9,,9.12
507,Instagram,Conversion,Hospitality,No,Intermediate,20.0,3044.0,63168.0,75801.0,6,3.682795368258426,2.43,66.1,,35.78
508,Instagram,Consideration,Hospitality,Yes,Intermediate,4.0,7283.0,29325.0,178168.0,1,3.972436118330405,1.8,43.5,96917.30564386792,41.46
509,Facebook,Awareness,Education,Yes,Expert,12.0,8603.0,112576.0,148880.0,9,4.651225400728922,1.75,54.6,112643.19484284852,37.05
510,Facebook,Awareness,Technology,No,Novice,13.0,11267.0,138869.0,126201.0,8,2.6474879668922284,2.76,69.0,,24.28
511,Instagram,Conversion,Hospitality,Yes,Novice,15.0,13137.0,180950.0,77898.0,8,3.43500420924478,3.55,44.1,102456.02847740125,12.51
512,Instagram,Conversion,Technology,No,Intermediate,6.0,7322.0,40948.0,74629.0,11,5.378161645737643,0.82,89.8,,42.19
513,Facebook,Awareness,Retail,Yes,Intermediate,11.0,10617.0,117297.0,115393.0,8,3.189677761127423,2.68,70.9,28348.974703439904,24.13
514,Email,Consideration,Technology,Yes,Novice,15.0,6390.0,92649.0,67061.0,8,2.8453269822724496,1.73,68.0,19430.382039943815,26.85
515,Facebook,Consideration,Finance,Yes,Novice,18.0,3759.0,64005.0,18118.0,6,3.93417261879309,0.35,60.5,8484.463173317961,14.95
516,Facebook,Awareness,Hospitality,Yes,Intermediate,5.0,2821.0,13280.0,104635.0,4,4.5659648434907085,2.26,4.8,25066.459009171438,-50.97
517,Google Ads,Awareness,Hospitality,Yes,Intermediate,15.0,7070.0,102056.0,89548.0,3,2.1662365189286725,0.73,58.5,114513.80029428884,20.09
518,Google Ads,Awareness,Technology,No,Novice,30.0,7310.0,224760.0,67552.0,3,2.1322708244742676,1.34,57.6,,-1.48
519,Facebook,Consideration,Retail,Yes,Novice,19.0,7792.0,155620.0,231689.0,3,2.887981120791356,0.3,43.0,15249.702305509536,0.31
520,Google Ads,Consideration,Education,Yes,Novice,19.0,9221.0,179615.0,93361.0,6,4.403345706078593,2.44,76.1,23286.905725179076,21.99
521,Instagram,Awareness,Technology,No,Expert,18.0,9078.0,171480.0,61643.0,4,2.133025607350392,2.19,47.0,,20.64
522,Google Ads,Conversion,Technology,No,Intermediate,23.0,7820.0,169422.0,59778.0,4,5.7146470553544475,0.02,11.7,,25.05
523,Email,Conversion,Education,No,Intermediate,11.0,6257.0,67853.0,77104.0,5,6.603903408283578,1.23,38.1,,39.19
524,Email,Awareness,Retail,No,Intermediate,19.0,6161.0,124501.0,71656.0,7,8.382498141470656,1.41,58.5,,44.45
525,Google Ads,Conversion,Retail,Yes,Intermediate,14.0,7998.0,112278.0,126765.0,5,2.781890963028879,1.32,78.9,47434.281558654504,39.33
526,Google Ads,Awareness,Education,No,Expert,19.0,4814.0,94177.0,69737.0,5,4.916741083888859,3.41,64.2,,54.92
527,TikTok,Conversion,Hospitality,Yes,Intermediate,7.0,13830.0,91592.0,58313.0,6,3.4580910719478903,1.51,12.5,9105.04730703144,29.43
528,Facebook,Consideration,Technology,Yes,Intermediate,8.0,4229.0,32009.0,59001.0,8,3.3559260592279574,1.01,86.6,30921.88529670145,35.18
529,Facebook,Conversion,Technology,Yes,Intermediate,13.0,17617.0,240659.0,64081.0,4,3.574766406552711,0.9,69.4,82460.07799903491,19.9
530,Facebook,Consideration,Retail,No,Intermediate,21.0,3906.0,76570.0,56093.0,5,4.016364151132659,2.39,22.1,,38.0
531,Email,Consideration,Technology,No,Novice,30.0,6207.0,179623.0,52113.0,6,4.427626717548376,0.87,40.4,,19.36
532,Facebook,Awareness,Hospitality,No,Intermediate,31.0,11280.0,339088.0,43868.0,5,3.165876874519765,1.45,26.7,,15.15
533,Instagram,Conversion,Finance,Yes,Novice,4.0,13880.0,48438.0,351974.0,5,4.389161487235528,2.39,87.7,28472.46549033931,46.7
534,Facebook,Consideration,Technology,Yes,Intermediate,25.0,9583.0,234567.0,331174.0,3,,2.03,37.6,111128.87462161023,34.1
535,Instagram,Awareness,Retail,No,Novice,8.0,13248.0,98848.0,113984.0,6,4.558714341942064,1.94,72.7,,27.66
536,Facebook,Consideration,Finance,No,Novice,13.0,18420.0,244315.0,142693.0,8,5.272911833599355,0.78,64.7,,19.26
537,Facebook,Conversion,Technology,Yes,Intermediate,12.0,1235.0,14396.0,25726.0,4,2.3500138377765185,1.39,49.3,6176.823639636289,37.45
538,TikTok,Consideration,Retail,No,Novice,18.0,4990.0,88314.0,124567.0,5,3.7143189514128694,1.56,53.9,,1.75
539,TikTok,Conversion,Technology,Yes,Expert,11.0,1553.0,18046.0,85616.0,3,4.907840161249212,1.45,38.1,34315.07864895176,37.94
540,Instagram,Conversion,Education,Yes,Novice,13.0,5824.0,82840.0,98523.0,7,4.7884362063165025,1.01,76.2,82872.11097206669,35.16
541,Google Ads,Consideration,Finance,Yes,Novice,15.0,7725.0,109807.0,54611.0,4,3.938989086946734,1.87,26.4,75114.42130756374,13.35
542,Instagram,Consideration,Finance,No,Intermediate,4.0,1710.0,6126.0,142945.0,3,,1.52,75.4,,39.11
543,Facebook,Awareness,Technology,No,Novice,9.0,3328.0,28514.0,62210.0,4,0.3251857359349808,0.32,87.1,,15.48
544,TikTok,Awareness,Technology,No,Novice,16.0,7450.0,126859.0,106167.0,9,3.5999807421681203,1.01,69.9,,17.62
545,Facebook,Consideration,Retail,No,Intermediate,47.0,11053.0,515147.0,89736.0,5,2.6609378653561384,2.21,51.7,,14.58
546,Email,Consideration,Education,Yes,Intermediate,17.0,500.0,7858.0,11967.0,7,1.247123801793232,2.08,49.2,8616.2464177412,30.04
547,Instagram,Awareness,Retail,No,Intermediate,5.0,7477.0,38592.0,66168.0,5,5.154478390651493,1.15,71.7,,34.7
548,Instagram,Conversion,Technology,No,Expert,7.0,1802.0,13288.0,106891.0,7,1.3269052820043727,1.88,58.9,,27.76
549,Google Ads,Conversion,Education,No,Novice,7.0,3085.0,20798.0,60695.0,5,0.05,1.66,26.2,,20.53
550,Instagram,Awareness,Technology,No,Novice,18.0,4204.0,77103.0,413926.0,1,6.247047561082459,0.61,56.0,,34.37
551,Instagram,Conversion,Finance,Yes,Novice,3.0,3582.0,10830.0,61511.0,3,2.9402277032215762,4.14,54.9,32729.905126576985,64.61
552,TikTok,Conversion,Education,Yes,Intermediate,8.0,12516.0,99277.0,101240.0,3,3.7558279183211525,3.33,70.1,77003.36777536855,58.8
553,Instagram,Conversion,Technology,Yes,Expert,11.0,7719.0,85069.0,100694.0,4,5.9624662391790295,1.62,52.5,9696.432769750296,48.64
554,Facebook,Awareness,Retail,Yes,Intermediate,11.0,2618.0,28918.0,32380.0,5,2.064917817107158,2.92,49.6,6266.96255588054,6.22
555,Google Ads,Awareness,Technology,No,Expert,25.0,1511.0,37663.0,26983.0,2,2.6353743428939755,1.67,89.9,,33.79
556,Facebook,Conversion,Retail,No,Intermediate,18.0,8078.0,148014.0,115275.0,7,5.79546738633135,1.54,60.3,,28.06
557,Facebook,Awareness,Hospitality,No,Expert,13.0,5735.0,80186.0,58784.0,6,0.8370417670566623,2.35,75.3,,24.62
558,Instagram,Conversion,Hospitality,No,Intermediate,4.0,9553.0,42183.0,93696.0,3,1.7067264364837715,2.8,94.6,,43.05
559,Email,Conversion,Technology,No,Intermediate,7.0,5416.0,37340.0,70207.0,5,4.091215193641066,2.17,73.9,,59.55
560,TikTok,Awareness,Finance,Yes,Expert,18.0,8964.0,156566.0,85185.0,5,4.171940634518167,2.11,66.9,15929.608950637406,28.04
561,TikTok,Awareness,Retail,No,Intermediate,15.0,2535.0,37078.0,59375.0,3,3.126673254816951,1.22,40.5,,35.81
562,TikTok,Consideration,Technology,No,Expert,10.0,10067.0,102135.0,76990.0,5,0.2862930488770603,1.51,50.5,,2.98
563,Google Ads,Conversion,Technology,Yes,Novice,8.0,16635.0,132623.0,53993.0,6,3.1250079582460413,2.2,41.6,14234.049825906575,28.7
564,Google Ads,Consideration,Hospitality,No,Novice,29.0,9955.0,308964.0,81486.0,6,0.05,2.91,100.0,,30.39
565,TikTok,Awareness,Education,No,Novice,9.0,16658.0,163642.0,38040.0,7,4.668979313400702,0.61,63.6,,12.7
566,Instagram,Awareness,Retail,No,Novice,24.0,10793.0,274396.0,68785.0,6,4.319038359083606,2.5,93.2,,22.27
567,Email,Consideration,Retail,Yes,Novice,19.0,1743.0,31013.0,223305.0,5,2.4111645941668747,0.89,54.8,51104.60088729084,2.95
568,TikTok,Consideration,Retail,Yes,Intermediate,42.0,5495.0,228198.0,94448.0,5,4.191962671628431,1.79,31.5,74083.12410321255,31.74
569,Google Ads,Consideration,Technology,Yes,Expert,5.0,3209.0,14789.0,34291.0,8,1.5692571505275468,0.81,57.6,6034.920806362055,24.68
570,TikTok,Conversion,Finance,Yes,Expert,3.0,3901.0,11730.0,93883.0,5,1.5673604719451177,1.49,39.2,138007.29825084063,40.51
571,Google Ads,Consideration,Hospitality,Yes,Intermediate,22.0,7055.0,161778.0,17220.0,6,3.3664927639300424,1.68,52.6,97991.4982233146,10.98
572,Facebook,Consideration,Retail,No,Novice,11.0,22274.0,234330.0,77759.0,5,3.490424040751748,0.62,57.7,,-2.88
573,Instagram,Awareness,Retail,Yes,Novice,7.0,5024.0,35586.0,7497.0,7,3.9616027350077028,3.8,55.2,33530.72365747671,43.53
574,Facebook,Awareness,Hospitality,Yes,Novice,20.0,19876.0,392620.0,302401.0,8,3.967085876187052,1.28,38.1,18364.417809867708,-5.21
575,Facebook,Conversion,Education,No,Intermediate,11.0,9712.0,108426.0,46038.0,5,2.5379307779292253,2.05,77.0,,33.56
576,Instagram,Consideration,Hospitality,No,Intermediate,5.0,11382.0,59695.0,16699.0,5,,3.22,42.9,,28.12
577,Instagram,Conversion,Retail,Yes,Novice,4.0,6061.0,26765.0,18339.0,3,,0.72,92.6,133192.81956494245,20.1
578,Google Ads,Conversion,Technology,No,Expert,31.0,5141.0,164025.0,154776.0,3,3.021395708028852,0.02,69.9,,28.57
579,Google Ads,Conversion,Education,No,Intermediate,5.0,4402.0,21675.0,79699.0,2,2.6367980368356294,1.71,57.5,,34.0
580,Google Ads,Conversion,Finance,Yes,Intermediate,20.0,16527.0,312680.0,40389.0,3,1.0635023268601649,0.77,54.9,41448.503102007264,26.76
581,Instagram,Awareness,Hospitality,No,Novice,25.0,18216.0,466443.0,179852.0,5,3.4458625043588427,2.4,64.3,,-15.45
582,Email,Awareness,Technology,No,Novice,13.0,5195.0,66038.0,117742.0,8,3.450801859860131,1.44,64.0,,11.51
583,TikTok,Conversion,Retail,No,Novice,14.0,5594.0,81284.0,118021.0,5,,1.11,36.3,,12.23
584,Email,Awareness,Retail,No,Expert,6.0,5104.0,34398.0,22945.0,4,3.508717220535117,1.26,26.2,,27.79
585,Google Ads,Consideration,Retail,No,Novice,15.0,5127.0,71295.0,216463.0,5,,0.02,23.2,,-2.76
586,Instagram,Conversion,Technology,No,Expert,17.0,10212.0,169205.0,47501.0,6,3.758611398986692,2.21,81.8,,44.88
587,Email,Conversion,Finance,No,Intermediate,25.0,1260.0,31892.0,61158.0,5,4.430383739277252,1.75,71.4,,33.37
588,Instagram,Consideration,Retail,No,Expert,11.0,5870.0,65367.0,182174.0,4,2.861812293837072,2.61,48.9,,12.09
589,Email,Consideration,Retail,Yes,Novice,4.0,4449.0,16076.0,49002.0,3,4.684343433177016,3.13,16.2,45962.800244503815,40.21
590,Google Ads,Consideration,Retail,No,Novice,15.0,4347.0,63465.0,131222.0,6,,2.35,57.2,,40.5
591,Instagram,Consideration,Retail,No,Novice,37.0,9531.0,340197.0,34714.0,8,3.8194790556790172,2.39,50.4,,31.66
592,Instagram,Conversion,Hospitality,No,Expert,42.0,13053.0,551823.0,27364.0,5,2.7462534022035547,0.02,83.6,,-2.92
593,Facebook,Consideration,Hospitality,No,Expert,8.0,10319.0,84845.0,62597.0,9,4.6567844359920825,2.85,27.6,,38.39
594,TikTok,Awareness,Hospitality,Yes,Intermediate,10.0,5598.0,53680.0,155339.0,3,1.2480212065616894,2.72,48.5,99862.0753826456,35.56
595,Instagram,Awareness,Education,Yes,Intermediate,3.0,20810.0,65520.0,125565.0,3,2.7308087862621875,1.07,90.5,18136.426181314873,46.21
596,Instagram,Awareness,Hospitality,No,Expert,26.0,16301.0,421024.0,70743.0,4,1.721815224993354,1.95,41.4,,-7.62
597,TikTok,Awareness,Education,Yes,Intermediate,9.0,4641.0,47144.0,63144.0,6,3.6153357733963336,0.77,75.7,133041.91650426152,21.5
598,Google Ads,Awareness,Retail,No,Intermediate,13.0,14526.0,184366.0,56421.0,4,3.4676021923524463,2.02,49.3,,41.43
599,Email,Consideration,Education,Yes,Novice,6.0,3300.0,18574.0,38274.0,3,3.1143091504748153,2.14,75.9,76520.48321918957,52.53
600,Facebook,Conversion,Education,No,Intermediate,9.0,6647.0,59838.0,94560.0,8,2.5050535905439832,3.04,24.5,,7.43
601,Facebook,Consideration,Education,No,Intermediate,3.0,5958.0,17872.0,11468.0,3,5.400218704498703,2.11,72.7,,43.86
602,Email,Awareness,Technology,No,Intermediate,30.0,21252.0,619456.0,28571.0,6,3.7266393348704536,1.76,37.0,,7.16
603,Facebook,Conversion,Technology,Yes,Intermediate,8.0,10585.0,90648.0,59945.0,4,4.040599330778509,2.08,80.9,12666.585777542368,51.18
604,Google Ads,Conversion,Retail,No,Expert,11.0,3335.0,36938.0,139070.0,7,3.1749389051489545,1.64,51.9,,48.23
605,Facebook,Conversion,Finance,No,Intermediate,6.0,7520.0,39623.0,62867.0,4,3.5313645884517495,1.51,73.5,,43.71
606,Facebook,Conversion,Finance,No,Intermediate,14.0,11979.0,171829.0,39416.0,6,1.2070435434051028,1.15,43.4,,25.5
607,Facebook,Consideration,Education,No,Novice,11.0,4597.0,50660.0,102885.0,3,2.768017391818684,0.03,42.7,,-1.12
608,Instagram,Awareness,Finance,No,Intermediate,7.0,9651.0,67944.0,150868.0,2,3.8896371675222277,3.13,63.1,,29.33
